Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,9,Marcus EricssonERI,Sauber Ferrari,6,15:22:06,22.640,22.640
1,7,Kimi RäikkönenRAI,Ferrari,14,15:32:53,24.471,24.471
1,77,Valtteri BottasBOT,Mercedes,15,15:34:11,21.337,21.337
1,11,Sergio PerezPER,Force India Mercedes,22,15:44:52,22.561,22.561
1,27,Nico HulkenbergHUL,Renault,23,15:46:04,21.966,21.966
1,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,24,15:47:26,21.831,21.831
1,44,Lewis HamiltonHAM,Mercedes,25,15:47:53,21.480,21.480
1,55,Carlos SainzSAI,Renault,25,15:48:47,21.914,21.914
1,8,Romain GrosjeanGRO,Haas Ferrari,29,15:54:26,21.733,21.733
1,20,Kevin MagnussenMAG,Haas Ferrari,31,15:57:05,25.126,25.126
1,35,Sergey SirotkinSIR,Williams Mercedes,31,15:57:50,21.509,21.509
1,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,32,15:58:19,21.684,21.684
2,7,Kimi RäikkönenRAI,Ferrari,38,16:06:22,21.829,46.300
1,5,Sebastian VettelVET,Ferrari,39,16:07:21,23.111,23.111
1,14,Fernando AlonsoALO,McLaren Renault,39,16:08:27,21.795,21.795
1,31,Esteban OconOCO,Force India Mercedes,39,16:08:53,22.258,22.258
1,2,Stoffel VandoorneVAN,McLaren Renault,40,16:09:54,21.732,21.732
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,44,16:14:45,21.364,21.364
1,18,Lance StrollSTR,Williams Mercedes,47,16:20:54,21.291,21.291
2,27,Nico HulkenbergHUL,Renault,50,16:24:45,22.650,44.616
