Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,7,Kimi RäikkönenRAI,Ferrari,1,16:16:15,30.012,30.012
1,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1,16:16:35,21.376,21.376
1,14,Fernando AlonsoALO,McLaren Renault,1,16:16:58,56.710,56.710
1,20,Kevin MagnussenMAG,Haas Ferrari,1,16:17:11,35.608,35.608
1,9,Marcus EricssonERI,Sauber Ferrari,1,16:17:16,44.107,44.107
1,11,Sergio PerezPER,Force India Mercedes,2,16:19:26,28.109,28.109
1,8,Romain GrosjeanGRO,Haas Ferrari,2,16:19:32,21.725,21.725
1,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,12,16:40:48,20.782,20.782
1,55,Carlos SainzSAI,Renault,15,16:46:02,21.516,21.516
1,2,Stoffel VandoorneVAN,McLaren Renault,17,16:49:58,21.103,21.103
2,9,Marcus EricssonERI,Sauber Ferrari,18,16:52:18,25.378,1:09.485
1,44,Lewis HamiltonHAM,Mercedes,22,16:58:07,20.377,20.377
2,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,22,16:59:24,20.809,42.185
1,18,Lance StrollSTR,Williams Mercedes,23,17:00:38,19.737,19.737
1,16,Charles LeclercLEC,Sauber Ferrari,24,17:02:20,21.058,21.058
2,2,Stoffel VandoorneVAN,McLaren Renault,25,17:05:01,20.887,41.990
1,5,Sebastian VettelVET,Ferrari,30,17:12:13,20.037,20.037
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,37,17:25:09,19.925,19.925
3,9,Marcus EricssonERI,Sauber Ferrari,36,17:25:51,32.629,1:42.114
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,38,17:26:56,19.765,19.765
1,77,Valtteri BottasBOT,Mercedes,40,17:30:08,20.192,20.192
2,5,Sebastian VettelVET,Ferrari,40,17:30:26,20.823,40.860
2,20,Kevin MagnussenMAG,Haas Ferrari,39,17:30:36,21.778,57.386
2,44,Lewis HamiltonHAM,Mercedes,40,17:30:37,21.329,41.706
2,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,39,17:30:54,21.287,42.069
3,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,39,17:31:04,21.072,1:03.257
2,7,Kimi RäikkönenRAI,Ferrari,40,17:31:21,21.149,51.161
3,2,Stoffel VandoorneVAN,McLaren Renault,39,17:31:27,20.760,1:02.750
2,11,Sergio PerezPER,Force India Mercedes,40,17:31:34,26.174,54.283
2,8,Romain GrosjeanGRO,Haas Ferrari,40,17:31:39,22.757,44.482
2,55,Carlos SainzSAI,Renault,40,17:31:48,20.967,42.483
2,16,Charles LeclercLEC,Sauber Ferrari,40,17:32:00,22.030,43.088
2,18,Lance StrollSTR,Williams Mercedes,40,17:32:03,21.236,40.973
2,14,Fernando AlonsoALO,McLaren Renault,40,17:32:15,21.371,1:18.081
4,9,Marcus EricssonERI,Sauber Ferrari,39,17:32:40,14.998,1:57.112
4,2,Stoffel VandoorneVAN,McLaren Renault,46,17:47:50,20.978,1:23.728
