Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Bruce McLarenMCL,Cooper Climax,42,2:12:35.700,8
2,6,Maurice  TrintignantTRI,Cooper Climax,42,+0.600s,7
3,2,Tony BrooksBRO,Ferrari,42,+180.900s,4
4,8,Jack BrabhamBRA,Cooper Climax,42,+297.300s,3
5,10,Innes IrelandIRE,Lotus Climax,39,+3 laps,2
6,4,Wolfgang von TripsVON,Ferrari,38,+4 laps,0
7,17,Harry  Blanchard BLA,Porsche,38,+4 laps,0
NC,12,Roy SalvadoriSAL,Cooper Maserati,23,DNF,0
NC,3,Cliff AllisonALL,Ferrari,23,DNF,0
NC,1,Rodger WardWAR,Kurtis Kraft Offenhauser,20,DNF,0
NC,14,Alessandro de TomasoDET,Cooper OSCA,13,DNF,0
NC,5,Phil HillHIL,Ferrari,8,DNF,0
NC,15,Fritz d'OreyD'O,Tec-Mec Maserati,6,DNF,0
NC,19,Harry SchellSCH,Cooper Climax,5,DNF,0
NC,16,George  ConstantineCON,Cooper Climax,5,DNF,0
NC,7,Stirling MossMOS,Cooper Climax,5,DNF,0
NC,11,Alan  Stacey STA,Lotus Climax,1,DNF,0
NC,18,Bob  Said SAI,Connaught Alta,0,DNF,0
