Pos,No,Driver,Car,Laps,Time/retired,Pts
1,24,Tony BrooksBRO,Ferrari,50,2:01:26.500,8
2,26,Phil HillHIL,Ferrari,50,+27.500s,6
3,8,Jack BrabhamBRA,Cooper Climax,50,+97.700s,4
4,22,Olivier  GendebienGEN,Ferrari,50,+107.500s,3
5,12,Bruce McLarenMCL,Cooper Climax,50,+107.700s,2
6,44,Ron FlockhartFLO,BRM,50,+125.700s,0
7,6,Harry SchellSCH,BRM,47,+3 laps,0
DQ,2,Stirling MossMOS,BRM,42,DSQ,1
8,40,Giorgio  Scarlatti SCA,Maserati,41,+9 laps,0
9,42,Carel Godin de Beaufort DEB,Maserati,40,+10 laps,0
10,38,Fritz d'OreyD'O,Maserati,40,+10 laps,0
11,14,Maurice  TrintignantTRI,Cooper Climax,36,+14 laps,0
NC,30,Jean BehraBEH,Ferrari,31,DNF,0
NC,16,Roy SalvadoriSAL,Cooper Maserati,20,DNF,0
NC,28,Dan GurneyGUR,Ferrari,19,DNF,0
NC,34,Innes IrelandIRE,Lotus Climax,14,DNF,0
NC,18,Ian Burgess BUR,Cooper Maserati,13,DNF,0
NC,10,Masten GregoryGRE,Cooper Climax,8,DNF,0
NC,32,Graham HillHIL,Lotus Climax,7,DNF,0
NC,20,Colin  Davis DAV,Cooper Maserati,7,DNF,0
NC,4,Jo BonnierBON,BRM,6,DNF,0
