Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Rodger WardWAR,Watson Offenhauser,200,3:40:49.200,8
2,16,Jim RathmannRAT,Watson Offenhauser,200,+23.277s,6
3,3,Johnny ThomsonTHO,Lesovsky Offenhauser,200,,5
4,1,Tony  BettenhausenBET,Epperly Offenhauser,200,,3
5,99,Paul GoldsmithGOL,Epperly Offenhauser,200,,2
6,33,Johnny  BoydBOY,Epperly Offenhauser,200,,0
7,37,Duane CarterCAR,Kurtis Kraft Offenhauser,200,,0
8,19,Eddie JohnsonJOH,Kurtis Kraft Offenhauser,200,,0
9,45,Paul RussoRUS,Kurtis Kraft Offenhauser,200,,0
10,10,Anthony Joseph FoytFOY,Kuzma Offenhauser,200,,0
11,88,Gene HartleyHAR,Kuzma Offenhauser,200,,0
12,74,Bob  VeithVEI,Moore Offenhauser,200,,0
13,89,Al  HermanHER,Dunn Offenhauser,200,,0
14,66,Jimmy  DaywaltDAY,Kurtis Kraft Offenhauser,200,,0
15,71,Chuck  ArnoldARN,Kurtis Kraft Offenhauser,200,,0
16,58,Jim  McWitheyMCW,Kurtis Kraft Offenhauser,200,,0
17,44,Eddie  SachsSAC,Kuzma Offenhauser,182,DNF,0
18,57,Al  KellerKEL,Kuzma Offenhauser,163,DNF,0
19,64,Pat FlahertyFLA,Watson Offenhauser,162,DNF,0
20,73,Dick RathmannRAT,Watson Offenhauser,150,DNF,0
21,53,Bill  CheesbourgCHE,Kuzma Offenhauser,147,DNF,0
22,15,Don  FreelandFRE,Kurtis Kraft Offenhauser,136,DNF,0
23,49,Ray  CrawfordCRA,Elder Offenhauser,115,DNF,0
24,9,Don  BransonBRA,Phillips Offenhauser,112,DNF,0
25,65,Bob  ChristieCHR,Kurtis Kraft Offenhauser,109,DNF,0
26,48,Bobby  GrimGRI,Kurtis Kraft Offenhauser,85,DNF,0
27,24,Jack  TurnerTUR,Christensen Offenhauser,47,DNF,0
28,47,Chuck  WeyantWEY,Kurtis Kraft Offenhauser,45,DNF,0
29,7,Jud  LarsonLAR,Kurtis Kraft Offenhauser,45,DNF,0
30,77,Mike  MagillMAG,Sutton Offenhauser,45,DNF,0
31,87,Red  AmickAMI,Kurtis Kraft Offenhauser,45,DNF,0
32,8,Len  SuttonSUT,Lesovsky Offenhauser,34,DNF,0
33,6,Jimmy BryanBRY,Epperly Offenhauser,1,DNF,0
