Pos,No,Driver,Car,Time,Gap
1,2,Alain ProstPRO,Williams Renault,1:13.643,
2,8,Ayrton SennaSEN,McLaren Ford,1:14.015,+0.372s
3,5,Michael SchumacherMSC,Benetton Ford,1:14.417,+0.774s
4,7,Mika HakkinenHAK,McLaren Ford,1:14.490,+0.847s
5,27,Jean AlesiALE,Ferrari,1:14.537,+0.894s
6,28,Gerhard BergerBER,Ferrari,1:14.575,+0.932s
7,0,Damon HillHIL,Williams Renault,1:14.781,+1.138s
8,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:15.621,+1.978s
9,25,Martin BrundleBRU,Ligier Renault,1:16.019,+2.376s
10,6,Riccardo PatresePAT,Benetton Ford,1:16.117,+2.474s
11,29,Karl WendlingerWEN,Sauber,1:16.181,+2.538s
12,15,Eddie IrvineIRV,Jordan Hart,1:16.699,+3.056s
13,26,Mark BlundellBLU,Ligier Renault,1:16.905,+3.262s
14,30,Jyrki JarvilehtoJAR,Sauber,1:16.989,+3.346s
15,12,Johnny HerbertHER,Lotus Ford,1:17.047,+3.404s
16,14,Rubens BarrichelloBAR,Jordan Hart,1:17.049,+3.406s
17,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:17.179,+3.536s
18,24,Pierluigi MartiniMAR,Minardi Ford,1:17.533,+3.890s
19,23,Jean-Marc GounonGOU,Minardi Ford,1:18.648,+5.005s
20,20,Erik ComasCOM,Larrousse Lamborghini,1:19.467,+5.824s
21,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:20.554,+6.911s
22,19,Toshio  SuzukiSUZ,Larrousse Lamborghini,1:21.146,+7.503s
23,11,Pedro LamyLAM,Lotus Ford,1:21.408,+7.765s
