Pos,No,Driver,Car,Time,Gap
1,8,Ayrton SennaSEN,McLaren Ford,1:25.205,
2,2,Alain ProstPRO,Williams Renault,1:25.359,+0.154s
3,28,Gerhard BergerBER,Ferrari,1:25.999,+0.794s
4,25,Martin BrundleBRU,Ligier Renault,1:26.708,+1.503s
5,6,Riccardo PatresePAT,Benetton Ford,1:26.737,+1.532s
6,30,Jyrki JarvilehtoJAR,Sauber,1:27.470,+2.265s
7,26,Mark BlundellBLU,Ligier Renault,1:27.661,+2.456s
8,20,Erik ComasCOM,Larrousse Lamborghini,1:27.825,+2.620s
9,0,Damon HillHIL,Williams Renault,1:28.013,+2.808s
10,5,Michael SchumacherMSC,Benetton Ford,1:28.064,+2.859s
11,29,Karl WendlingerWEN,Sauber,1:28.087,+2.882s
12,27,Jean AlesiALE,Ferrari,1:28.189,+2.984s
13,19,Philippe AlliotALL,Larrousse Lamborghini,1:28.430,+3.225s
14,12,Johnny HerbertHER,Lotus Ford,1:28.648,+3.443s
15,9,Derek WarwickWAR,Footwork Mugen Honda,1:28.782,+3.577s
16,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:29.565,+4.360s
17,11,Alessandro ZanardiZAN,Lotus Ford,1:30.208,+5.003s
18,7,Michael AndrettiAND,McLaren Ford,1:30.913,+5.708s
19,24,Fabrizio BarbazzaBAR,Minardi Ford,1:31.844,+6.639s
20,23,Christian FittipaldiFIT,Minardi Ford,1:31.918,+6.713s
21,21,Michele AlboretoALB,Lola Ferrari,1:33.093,+7.888s
22,14,Rubens BarrichelloBAR,Jordan Hart,1:33.303,+8.098s
23,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:33.676,+8.471s
24,22,Luca BadoerBAD,Lola Ferrari,1:33.785,+8.580s
25,15,Thierry BoutsenBOU,Jordan Hart,1:42.575,+17.370s
26,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:52.917,+27.712s
