Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,11,Olivier PanisPAN,Prost Peugeot,8,14:15:30,29.589,29.589
1,21,Toranosuke TakagiTAK,Tyrrell Ford,13,14:22:53,20.308,20.308
2,11,Olivier PanisPAN,Prost Peugeot,13,14:23:28,6:36.370,7:05.959
1,9,Damon HillHIL,Jordan Mugen Honda,14,14:23:54,20.577,20.577
1,18,Rubens BarrichelloBAR,Stewart Ford,17,14:28:43,37.675,37.675
1,19,Jos VerstappenVER,Stewart Ford,18,14:30:17,20.588,20.588
1,17,Mika SaloSAL,Arrows,22,14:36:05,26.134,26.134
1,12,Jarno TrulliTRU,Prost Peugeot,24,14:40:26,1:44.959,1:44.959
1,20,Ricardo RossetROS,Tyrrell Ford,25,14:41:33,23.207,23.207
1,10,Ralf SchumacherRSC,Jordan Mugen Honda,30,14:47:15,21.496,21.496
1,3,Michael SchumacherMSC,Ferrari,31,14:48:12,21.015,21.015
1,23,Esteban TueroTUE,Minardi Ford,30,14:49:05,21.545,21.545
1,4,Eddie IrvineIRV,Ferrari,32,14:50:03,19.919,19.919
1,14,Jean AlesiALE,Sauber Petronas,32,14:50:25,19.872,19.872
1,1,Jacques VilleneuveVIL,Williams Mecachrome,33,14:51:32,20.743,20.743
1,8,Mika HakkinenHAK,McLaren Mercedes,34,14:52:38,20.643,20.643
2,21,Toranosuke TakagiTAK,Tyrrell Ford,33,14:53:03,20.321,40.629
2,18,Rubens BarrichelloBAR,Stewart Ford,34,14:54:29,26.101,1:03.776
1,5,Giancarlo FisichellaFIS,Benetton Playlife,35,14:54:58,41.408,41.408
1,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,35,14:55:04,31.175,31.175
2,19,Jos VerstappenVER,Stewart Ford,35,14:55:53,19.808,40.396
2,9,Damon HillHIL,Jordan Mugen Honda,36,14:56:26,19.154,39.731
