Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,21,Toranosuke TakagiTAK,Tyrrell Ford,18,14:28:48,30.773,30.773
1,22,Shinji NakanoNAK,Minardi Ford,22,14:34:25,32.454,32.454
1,12,Jarno TrulliTRU,Prost Peugeot,23,14:35:27,34.207,34.207
1,9,Damon HillHIL,Jordan Mugen Honda,24,14:35:54,29.660,29.660
1,3,Michael SchumacherMSC,Ferrari,25,14:36:52,30.356,30.356
1,18,Rubens BarrichelloBAR,Stewart Ford,24,14:37:01,30.929,30.929
1,7,David CoulthardCOU,McLaren Mercedes,26,14:38:14,29.984,29.984
1,10,Ralf SchumacherRSC,Jordan Mugen Honda,26,14:39:23,31.421,31.421
1,16,Pedro DinizDIN,Arrows,26,14:39:43,30.373,30.373
1,19,Jos VerstappenVER,Stewart Ford,26,14:40:02,31.433,31.433
1,11,Olivier PanisPAN,Prost Peugeot,26,14:40:05,30.200,30.200
1,8,Mika HakkinenHAK,McLaren Mercedes,28,14:40:53,30.610,30.610
1,6,Alexander WurzWUR,Benetton Playlife,28,14:41:41,30.262,30.262
1,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,29,14:42:54,38.066,38.066
1,5,Giancarlo FisichellaFIS,Benetton Playlife,29,14:43:03,31.088,31.088
1,14,Jean AlesiALE,Sauber Petronas,30,14:44:31,28.993,28.993
1,1,Jacques VilleneuveVIL,Williams Mecachrome,31,14:45:27,34.231,34.231
1,15,Johnny HerbertHER,Sauber Petronas,32,14:47:46,29.607,29.607
2,3,Michael SchumacherMSC,Ferrari,43,15:01:40,28.938,59.294
2,7,David CoulthardCOU,McLaren Mercedes,44,15:03:00,30.058,1:00.042
2,8,Mika HakkinenHAK,McLaren Mercedes,46,15:05:41,30.648,1:01.258
2,21,Toranosuke TakagiTAK,Tyrrell Ford,46,15:09:05,31.245,1:02.018
2,16,Pedro DinizDIN,Arrows,47,15:09:44,30.433,1:00.806
2,15,Johnny HerbertHER,Sauber Petronas,48,15:10:02,29.908,59.515
2,6,Alexander WurzWUR,Benetton Playlife,49,15:10:53,31.361,1:01.623
2,18,Rubens BarrichelloBAR,Stewart Ford,48,15:11:09,32.393,1:03.322
2,22,Shinji NakanoNAK,Minardi Ford,48,15:11:41,1:01.896,1:34.350
2,5,Giancarlo FisichellaFIS,Benetton Playlife,50,15:12:23,31.058,1:02.146
2,9,Damon HillHIL,Jordan Mugen Honda,51,15:13:16,29.576,59.236
2,14,Jean AlesiALE,Sauber Petronas,51,15:13:48,29.985,58.978
2,19,Jos VerstappenVER,Stewart Ford,50,15:14:09,30.803,1:02.236
2,10,Ralf SchumacherRSC,Jordan Mugen Honda,52,15:15:34,30.588,1:02.009
2,11,Olivier PanisPAN,Prost Peugeot,51,15:15:40,31.037,1:01.237
2,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,54,15:17:27,30.371,1:08.437
2,1,Jacques VilleneuveVIL,Williams Mecachrome,55,15:18:39,29.588,1:03.819
3,3,Michael SchumacherMSC,Ferrari,62,15:27:31,30.046,1:29.340
