Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,11,Olivier PanisPAN,Prost Peugeot,7,14:16:05,31.305,31.305
1,10,Ralf SchumacherRSC,Jordan Mugen Honda,14,14:28:11,28.636,28.636
1,18,Rubens BarrichelloBAR,Stewart Ford,15,14:30:24,28.455,28.455
1,23,Esteban TueroTUE,Minardi Ford,19,14:38:33,2:46.346,2:46.346
1,21,Toranosuke TakagiTAK,Tyrrell Ford,20,14:39:55,32.658,32.658
1,14,Jean AlesiALE,Sauber Petronas,21,14:41:07,30.262,30.262
1,5,Giancarlo FisichellaFIS,Benetton Playlife,22,14:42:48,30.103,30.103
1,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,22,14:42:50,30.127,30.127
1,15,Johnny HerbertHER,Sauber Petronas,22,14:43:00,29.912,29.912
2,11,Olivier PanisPAN,Prost Peugeot,22,14:43:49,33.076,1:04.381
1,1,Jacques VilleneuveVIL,Williams Mecachrome,23,14:44:15,30.939,30.939
1,9,Damon HillHIL,Jordan Mugen Honda,23,14:44:22,30.446,30.446
1,6,Alexander WurzWUR,Benetton Playlife,23,14:44:49,31.460,31.460
1,19,Jos VerstappenVER,Stewart Ford,23,14:45:23,30.009,30.009
1,3,Michael SchumacherMSC,Ferrari,24,14:46:16,30.165,30.165
1,12,Jarno TrulliTRU,Prost Peugeot,24,14:47:03,30.313,30.313
1,17,Mika SaloSAL,Arrows,24,14:47:12,32.115,32.115
1,22,Shinji NakanoNAK,Minardi Ford,24,14:47:24,31.506,31.506
1,4,Eddie IrvineIRV,Ferrari,25,14:48:09,31.440,31.440
1,8,Mika HakkinenHAK,McLaren Mercedes,26,14:49:30,29.764,29.764
1,7,David CoulthardCOU,McLaren Mercedes,27,14:51:18,29.019,29.019
2,10,Ralf SchumacherRSC,Jordan Mugen Honda,29,14:55:22,27.554,56.190
3,11,Olivier PanisPAN,Prost Peugeot,36,15:10:04,34.525,1:38.906
