Pos,No,Driver,Car,Time
1,2,Jochen RindtRIN,Lotus Ford,1:20.800
2,3,Jackie StewartSTE,Matra Ford,1:21.200
3,5,Denny HulmeHUL,McLaren Ford,1:21.500
4,7,Jacky IckxICK,Brabham Climax,1:21.600
5,11,Chris AmonAMO,Ferrari,1:21.900
6,14,John SurteesSUR,BRM,1:22.100
7,6,Bruce McLarenMCL,McLaren Ford,1:22.600
8,12,Pedro RodriguezROD,Ferrari,1:22.600
9,10,Jo SiffertSIF,Lotus Ford,1:22.700
10,16,Piers   CourageCOU,Brabham Ford,1:22.900
11,19,Vic  Elford ELF,McLaren Ford,1:23.300
12,1,Graham HillHIL,Lotus Ford,1:23.600
13,15,Jackie OliverOLI,BRM,1:23.700
14,9,John   MilesMIL,Lotus Ford,1:25.100
15,20,Derek BellBEL,McLaren Ford,1:26.100
16,18,Jo BonnierBON,Lotus Ford,1:28.200
17,4,Jean-Pierre BeltoiseBEL,Matra Ford,1:31.200
