Pos,No,Driver,Car,Time
1,11,Jacky IckxICK,Brabham Climax,1:17.400
2,18,Jean-Pierre BeltoiseBEL,Matra Ford,1:17.900
3,2,Jochen RindtRIN,Lotus Ford,1:17.900
4,17,Jackie StewartSTE,Matra Ford,1:17.900
5,5,Denny HulmeHUL,McLaren Ford,1:18.000
6,12,Jack BrabhamBRA,Brabham Climax,1:18.000
7,1,Graham HillHIL,Lotus Ford,1:18.300
8,9,Jo SiffertSIF,Lotus Ford,1:18.500
9,4,Bruce McLarenMCL,McLaren Ford,1:18.500
10,21,Piers   CourageCOU,Brabham Ford,1:19.500
11,3,John   MilesMIL,Lotus Ford,1:20.000
12,15,Jackie OliverOLI,BRM,1:20.200
13,6,Pedro RodriguezROD,Ferrari,1:20.500
14,14,John SurteesSUR,BRM,1:20.600
15,19,Johnny  Servoz-Gavin SER,Matra Ford,1:21.400
16,25,Pete  Lovely LOV,Lotus Ford,1:22.900
17,69,Al  Pease PEA,Eagle Climax,1:28.500
18,16,Bill   BrackBRA,BRM,1:28.700
19,26,John  Cordts COR,Brabham Climax,1:29.700
20,20,Silvio  Moser MOS,Brabham Ford,1:41.400
