Pos,No,Driver,Car,Time
1,4,Jochen RindtRIN,Lotus Ford,1:25.480
2,16,Denny HulmeHUL,McLaren Ford,1:25.690
3,20,Jackie StewartSTE,Matra Ford,1:25.820
4,32,Piers   CourageCOU,Brabham Ford,1:26.480
5,18,Bruce McLarenMCL,McLaren Ford,1:26.480
6,22,Jean-Pierre BeltoiseBEL,Matra Ford,1:26.720
7,28,Jack BrabhamBRA,Brabham Climax,1:26.900
8,30,Jo SiffertSIF,Lotus Ford,1:27.040
9,2,Graham HillHIL,Lotus Ford,1:27.310
10,14,John SurteesSUR,BRM,1:27.400
11,12,Jackie OliverOLI,BRM,1:28.400
12,10,Pedro RodriguezROD,Ferrari,1:28.470
13,36,Silvio  Moser MOS,Brabham Ford,1:28.510
14,6,John   MilesMIL,Lotus Ford,1:30.560
15,26,Jacky IckxICK,Brabham Climax,1:37.960
