Pos,No,Driver,Car,Time
1,2,Jochen RindtRIN,Lotus Ford,1:25.700
2,15,Chris AmonAMO,Ferrari,1:26.200
3,1,Graham HillHIL,Lotus Ford,1:26.600
4,7,Jackie StewartSTE,Matra Ford,1:26.900
5,3,Jack BrabhamBRA,Brabham Climax,1:27.800
6,10,Jo SiffertSIF,Lotus Ford,1:28.200
7,4,Jacky IckxICK,Brabham Climax,1:28.400
8,5,Denny HulmeHUL,McLaren Ford,1:28.600
9,14,John SurteesSUR,BRM,1:28.900
10,12,Jackie OliverOLI,BRM,1:29.200
11,11,Piers   CourageCOU,Brabham Ford,1:29.300
12,8,Jean-Pierre BeltoiseBEL,Matra Ford,1:29.500
13,6,Bruce McLarenMCL,McLaren Ford,1:29.700
14,9,Pedro RodriguezROD,BRM,1:34.100
