Pos,No,Driver,Car,Time
1,2,Jochen RindtRIN,Lotus Ford,1:03.620
2,5,Denny HulmeHUL,McLaren Ford,1:03.650
3,3,Jackie StewartSTE,Matra Ford,1:03.770
4,1,Graham HillHIL,Lotus Ford,1:04.050
5,10,Jo SiffertSIF,Lotus Ford,1:04.060
6,6,Bruce McLarenMCL,McLaren Ford,1:04.220
7,4,Jean-Pierre BeltoiseBEL,Matra Ford,1:04.290
8,7,Jacky IckxICK,Brabham Climax,1:04.320
9,18,Piers   CourageCOU,Brabham Ford,1:04.580
10,8,Jack BrabhamBRA,Brabham Climax,1:04.800
11,14,John SurteesSUR,BRM,1:05.060
12,12,Pedro RodriguezROD,Ferrari,1:05.940
13,9,Mario AndrettiAND,Lotus Ford,1:06.520
14,15,Jackie OliverOLI,BRM,1:06.550
15,16,Johnny  Servoz-Gavin SER,Matra Ford,1:07.130
16,21,Pete  Lovely LOV,Lotus Ford,1:07.550
17,19,Silvio  Moser MOS,Brabham Ford,1:08.200
18,22,George EatonEAT,BRM,1:11.270
