Pos,No,Driver,Car,Time
1,8,Jack BrabhamBRA,Brabham Climax,1:42.900
2,7,Jacky IckxICK,Brabham Climax,1:43.600
3,3,Jackie StewartSTE,Matra Ford,1:43.670
4,5,Denny HulmeHUL,McLaren Ford,1:43.700
5,10,Jo SiffertSIF,Lotus Ford,1:43.810
6,2,Jochen RindtRIN,Lotus Ford,1:43.940
7,6,Bruce McLarenMCL,McLaren Ford,1:44.750
8,4,Jean-Pierre BeltoiseBEL,Matra Ford,1:45.580
9,18,Piers   CourageCOU,Brabham Ford,1:47.230
10,14,John SurteesSUR,BRM,1:47.290
11,9,John   MilesMIL,Lotus Ford,1:47.760
12,15,Jackie OliverOLI,BRM,1:48.010
13,19,Silvio  Moser MOS,Brabham Ford,1:48.250
14,16,Johnny  Servoz-Gavin SER,Matra Ford,1:48.740
15,12,Pedro RodriguezROD,Ferrari,1:49.460
16,21,Pete  Lovely LOV,Lotus Ford,1:50.340
17,22,George EatonEAT,BRM,1:52.300
