Pos,No,Driver,Car,Time
1,7,Jackie StewartSTE,Matra Ford,1:24.600
2,11,Chris AmonAMO,Ferrari,1:25.000
3,8,Jean-Pierre BeltoiseBEL,Matra Ford,1:25.400
4,1,Graham HillHIL,Lotus Ford,1:25.800
5,9,Jo SiffertSIF,Lotus Ford,1:26.000
6,14,John SurteesSUR,BRM,1:26.000
7,6,Jacky IckxICK,Brabham Climax,1:26.300
8,5,Jack BrabhamBRA,Brabham Climax,1:26.400
9,16,Piers   CourageCOU,Brabham Ford,1:26.400
10,2,Richard AttwoodATT,Lotus Ford,1:26.500
11,4,Bruce McLarenMCL,McLaren Ford,1:26.700
12,3,Denny HulmeHUL,McLaren Ford,1:26.800
13,15,Jackie OliverOLI,BRM,1:28.400
14,10,Pedro RodriguezROD,BRM,1:30.500
15,17,Silvio  Moser MOS,Brabham Ford,1:30.500
16,12,Vic  Elford ELF,McLaren Ford,1:32.800
