Pos,No,Driver,Car,Time
1,2,Jackie StewartSTE,Matra Ford,3:00.600
2,4,Denny HulmeHUL,McLaren Ford,3:02.400
3,15,Jochen RindtRIN,Lotus Ford,3:02.500
4,11,Jacky IckxICK,Brabham Climax,3:02.600
5,7,Jean-Pierre BeltoiseBEL,Matra Ford,3:02.900
6,6,Chris AmonAMO,Ferrari,3:04.200
7,5,Bruce McLarenMCL,McLaren Ford,3:05.500
8,1,Graham HillHIL,Lotus Ford,3:05.900
9,3,Jo SiffertSIF,Lotus Ford,3:06.300
10,10,Vic  Elford ELF,McLaren Ford,3:08.000
11,9,Piers   CourageCOU,Brabham Ford,3:09.900
12,14,John   MilesMIL,Lotus Ford,3:12.800
13,12,Silvio  Moser MOS,Brabham Ford,3:14.600
