Pos,No,Driver,Car,Time
1,6,Jacky IckxICK,Brabham Climax,7:42.100
2,7,Jackie StewartSTE,Matra Ford,7:42.400
3,2,Jochen RindtRIN,Lotus Ford,7:48.000
4,11,Jo SiffertSIF,Lotus Ford,7:50.300
5,9,Denny HulmeHUL,McLaren Ford,7:52.800
6,12,Vic  Elford ELF,McLaren Ford,7:54.800
7,17,Piers   CourageCOU,Brabham Ford,7:56.100
8,10,Bruce McLarenMCL,McLaren Ford,7:56.500
9,1,Graham HillHIL,Lotus Ford,7:57.000
10,8,Jean-Pierre BeltoiseBEL,Matra Ford,8:00.300
11,14,John SurteesSUR,BRM,8:12.100
12,3,Mario AndrettiAND,Lotus Ford,8:15.400
13,15,Jackie OliverOLI,BRM,8:16.200
14,16,Jo BonnierBON,Lotus Ford,8:35.000
15,27,Johnny  Servoz-Gavin SER,Matra Ford,
16,28,Francois  Cevert CEV,Tecno Cosworth,
17,26,Henri PescaroloPES,Matra Ford,
18,31,Peter  Westbury WES,Brabham Climax,
19,20,Kurt  Ahrens AHR,Brabham Climax,
20,29,Richard AttwoodATT,Brabham Climax,
21,22,Rolf StommelenSTO,Lotus Ford,
22,30,Xavier PerrotPER,Brabham Climax,
