Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Nelson PiquetPIQ,Brabham BMW,63,1:55:41.842,9
2,11,Elio de AngelisDEA,Lotus Renault,63,+32.638s,6
3,2,Teo FabiFAB,Brabham BMW,63,+86.528s,4
4,7,Alain ProstPRO,McLaren TAG,63,+115.258s,3
5,5,Jacques LaffiteLAF,Williams Honda,62,+1 lap,2
NC,27,Michele AlboretoALB,Ferrari,49,DNF,0
NC,6,Keke RosbergROS,Williams Honda,47,DNF,0
NC,16,Derek WarwickWAR,Renault,40,DNF,0
NC,15,Patrick TambayTAM,Renault,33,DNF,0
NC,9,Philippe AlliotALL,RAM Hart,33,DNF,0
NC,8,Niki LaudaLAU,McLaren TAG,33,DNF,0
NC,12,Nigel MansellMAN,Lotus Renault,27,DNF,0
NC,18,Thierry BoutsenBOU,Arrows BMW,27,DNF,0
NC,26,Andrea de CesarisDEC,Ligier Renault,24,DNF,0
NC,20,Johnny CecottoCEC,Toleman Hart,23,DNF,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,21,DNF,0
NC,19,Ayrton SennaSEN,Toleman Hart,21,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,20,DNF,0
NC,25,Francois HesnaultHES,Ligier Renault,3,DNF,0
NC,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,3,DNF,0
NC,28,Rene ArnouxARN,Ferrari,2,DNF,0
NC,10,Jonathan  PalmerPAL,RAM Hart,2,DNF,0
