Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Niki LaudaLAU,McLaren TAG,71,1:29:28.532,9
2,16,Derek WarwickWAR,Renault,71,+42.123s,6
3,19,Ayrton SennaSEN,Toleman Hart,71,+63.328s,4
4,11,Elio de AngelisDEA,Lotus Renault,70,+1 lap,3
5,27,Michele AlboretoALB,Ferrari,70,+1 lap,2
6,28,Rene ArnouxARN,Ferrari,70,+1 lap,1
7,1,Nelson PiquetPIQ,Brabham BMW,70,+1 lap,0
8,15,Patrick TambayTAM,Renault,69,DNF,0
9,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,68,+3 laps,0
10,26,Andrea de CesarisDEC,Ligier Renault,68,+3 laps,0
11,17,Marc SurerSUR,Arrows BMW,67,+4 laps,0
12,22,Riccardo PatresePAT,Alfa Romeo,66,DNF,0
NC,21,Huub RothengatterROT,Spirit Hart,62,+9 laps,0
NC,25,Francois HesnaultHES,Ligier Renault,43,DNF,0
NC,7,Alain ProstPRO,McLaren TAG,37,DNF,0
NC,12,Nigel MansellMAN,Lotus Renault,24,DNF,0
NC,18,Thierry BoutsenBOU,Arrows BMW,24,DNF,0
NC,5,Jacques LaffiteLAF,Williams Honda,14,DNF,0
NC,10,Jonathan  PalmerPAL,RAM Hart,10,DNF,0
NC,2,Teo FabiFAB,Brabham BMW,9,DNF,0
NC,14,Manfred WinkelhockWIN,ATS BMW,8,DNF,0
NC,6,Keke RosbergROS,Williams Honda,5,DNF,0
