Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Alain ProstPRO,McLaren TAG,61,1:42:34.492,9
2,6,Keke RosbergROS,Williams Honda,61,+40.514s,6
3,11,Elio de AngelisDEA,Lotus Renault,61,+59.128s,4
4,23,Eddie  CheeverCHE,Alfa Romeo,60,+1 lap,3
5,15,Patrick TambayTAM,Renault,59,DNF,2
6,18,Thierry BoutsenBOU,Arrows Ford,59,+2 laps,1
7,17,Marc SurerSUR,Arrows Ford,59,+2 laps,0
8,10,Jonathan  PalmerPAL,RAM Hart,58,+3 laps,0
NC,16,Derek WarwickWAR,Renault,51,DNF,0
NC,26,Andrea de CesarisDEC,Ligier Renault,42,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,41,DNF,0
NC,8,Niki LaudaLAU,McLaren TAG,38,DNF,0
NC,12,Nigel MansellMAN,Lotus Renault,35,DNF,0
NC,1,Nelson PiquetPIQ,Brabham BMW,32,DNF,0
NC,2,Teo FabiFAB,Brabham BMW,32,DNF,0
NC,28,Rene ArnouxARN,Ferrari,30,DNF,0
NC,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,28,DNF,0
NC,25,Francois HesnaultHES,Ligier Renault,25,DNF,0
NC,9,Philippe AlliotALL,RAM Hart,24,DNF,0
NC,20,Johnny CecottoCEC,Toleman Hart,18,DNF,0
NC,5,Jacques LaffiteLAF,Williams Honda,15,DNF,0
NC,27,Michele AlboretoALB,Ferrari,14,DNF,0
NC,21,Mauro BaldiBAL,Spirit Hart,12,DNF,0
NC,19,Ayrton SennaSEN,Toleman Hart,8,DNF,0
