Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Alain ProstPRO,McLaren TAG,44,1:24:43.210,9
2,8,Niki LaudaLAU,McLaren TAG,44,+3.149s,6
3,16,Derek WarwickWAR,Renault,44,+36.423s,4
4,12,Nigel MansellMAN,Lotus Renault,44,+51.663s,3
5,15,Patrick TambayTAM,Renault,44,+71.949s,2
6,28,Rene ArnouxARN,Ferrari,43,+1 lap,1
7,26,Andrea de CesarisDEC,Ligier Renault,43,+1 lap,0
8,25,Francois HesnaultHES,Ligier Renault,43,+1 lap,0
9,21,Huub RothengatterROT,Spirit Hart,40,+4 laps,0
NC,14,Manfred WinkelhockWIN,ATS BMW,31,DNF,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,29,DNF,0
NC,2,Teo FabiFAB,Brabham BMW,28,DNF,0
NC,1,Nelson PiquetPIQ,Brabham BMW,23,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,16,DNF,0
NC,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,14,DNF,0
NC,30,Jo GartnerGAR,Osella Alfa Romeo,13,DNF,0
NC,27,Michele AlboretoALB,Ferrari,13,DNF,0
NC,10,Jonathan  PalmerPAL,RAM Hart,11,DNF,0
NC,6,Keke RosbergROS,Williams Honda,10,DNF,0
NC,5,Jacques LaffiteLAF,Williams Honda,10,DNF,0
NC,18,Thierry BoutsenBOU,Arrows BMW,8,DNF,0
NC,11,Elio de AngelisDEA,Lotus Renault,8,DNF,0
NC,9,Philippe AlliotALL,RAM Hart,7,DNF,0
NC,19,Ayrton SennaSEN,Toleman Hart,4,DNF,0
NC,17,Marc SurerSUR,Arrows BMW,1,DNF,0
