Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Niki LaudaLAU,McLaren TAG,51,1:20:29.065,9
2,27,Michele AlboretoALB,Ferrari,51,+24.249s,6
3,22,Riccardo PatresePAT,Alfa Romeo,50,+1 lap,4
4,19,Stefan JohanssonJOH,Toleman Hart,49,+2 laps,3
5,30,Jo GartnerGAR,Osella Alfa Romeo,49,+2 laps,0
6,31,Gerhard BergerBER,ATS BMW,49,+2 laps,0
7,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,48,DNF,0
8,21,Huub RothengatterROT,Spirit Hart,48,+3 laps,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,45,DNF,0
NC,18,Thierry BoutsenBOU,Arrows BMW,45,DNF,0
NC,15,Patrick TambayTAM,Renault,43,DNF,0
NC,2,Teo FabiFAB,Brabham BMW,43,DNF,0
NC,17,Marc SurerSUR,Arrows BMW,43,DNF,0
NC,16,Derek WarwickWAR,Renault,31,DNF,0
NC,10,Jonathan  PalmerPAL,RAM Hart,20,DNF,0
NC,1,Nelson PiquetPIQ,Brabham BMW,15,DNF,0
NC,11,Elio de AngelisDEA,Lotus Renault,14,DNF,0
NC,12,Nigel MansellMAN,Lotus Renault,13,DNF,0
NC,5,Jacques LaffiteLAF,Williams Honda,10,DNF,0
NC,6,Keke RosbergROS,Williams Honda,8,DNF,0
NC,26,Andrea de CesarisDEC,Ligier Renault,7,DNF,0
NC,25,Francois HesnaultHES,Ligier Renault,7,DNF,0
NC,9,Philippe AlliotALL,RAM Hart,6,DNF,0
NC,28,Rene ArnouxARN,Ferrari,5,DNF,0
NC,7,Alain ProstPRO,McLaren TAG,3,DNF,0
