Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Alain ProstPRO,McLaren TAG,60,1:36:53.679,9
2,28,Rene ArnouxARN,Ferrari,60,+13.416s,6
3,11,Elio de AngelisDEA,Lotus Renault,59,DNF,4
4,16,Derek WarwickWAR,Renault,59,+1 lap,3
5,18,Thierry BoutsenBOU,Arrows Ford,59,+1 lap,2
6,26,Andrea de CesarisDEC,Ligier Renault,58,DNF,1
7,23,Eddie  CheeverCHE,Alfa Romeo,58,DNF,0
8,21,Mauro BaldiBAL,Spirit Hart,58,+2 laps,0
9,10,Jonathan  PalmerPAL,RAM Hart,57,+3 laps,0
NC,9,Philippe AlliotALL,RAM Hart,53,DNF,0
NC,20,Johnny CecottoCEC,Toleman Hart,52,DNF,0
NC,1,Nelson PiquetPIQ,Brabham BMW,48,DNF,0
NC,2,Teo FabiFAB,Brabham BMW,48,DNF,0
NC,30,Jo GartnerGAR,Osella Alfa Romeo,46,DNF,0
NC,17,Marc SurerSUR,Arrows BMW,40,DNF,0
NC,14,Manfred WinkelhockWIN,ATS BMW,31,DNF,0
NC,27,Michele AlboretoALB,Ferrari,23,DNF,0
NC,8,Niki LaudaLAU,McLaren TAG,15,DNF,0
NC,5,Jacques LaffiteLAF,Williams Honda,11,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,6,DNF,0
NC,12,Nigel MansellMAN,Lotus Renault,2,DNF,0
NC,6,Keke RosbergROS,Williams Honda,2,DNF,0
