Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Niki LaudaLAU,McLaren TAG,51,1:21:12.851,9
2,1,Nelson PiquetPIQ,Brabham BMW,51,+23.525s,6
3,27,Michele AlboretoALB,Ferrari,51,+48.998s,4
4,2,Teo FabiFAB,Brabham BMW,51,+56.312s,3
5,18,Thierry BoutsenBOU,Arrows BMW,50,+1 lap,2
6,17,Marc SurerSUR,Arrows BMW,50,+1 lap,1
7,28,Rene ArnouxARN,Ferrari,50,+1 lap,0
8,25,Francois HesnaultHES,Ligier Renault,49,+2 laps,0
9,10,Jonathan  PalmerPAL,RAM Hart,49,+2 laps,0
10,22,Riccardo PatresePAT,Alfa Romeo,48,DNF,0
11,9,Philippe AlliotALL,RAM Hart,48,+3 laps,0
12,31,Gerhard BergerBER,ATS BMW,48,+3 laps,0
NC,15,Patrick TambayTAM,Renault,42,DNF,0
NC,19,Ayrton SennaSEN,Toleman Hart,35,DNF,0
NC,12,Nigel MansellMAN,Lotus Renault,32,DNF,0
NC,7,Alain ProstPRO,McLaren TAG,28,DNF,0
NC,11,Elio de AngelisDEA,Lotus Renault,28,DNF,0
NC,21,Huub RothengatterROT,Spirit Hart,23,DNF,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,18,DNF,0
NC,16,Derek WarwickWAR,Renault,17,DNF,0
NC,26,Andrea de CesarisDEC,Ligier Renault,15,DNF,0
NC,6,Keke RosbergROS,Williams Honda,15,DNF,0
NC,5,Jacques LaffiteLAF,Williams Honda,12,DNF,0
NC,30,Jo GartnerGAR,Osella Alfa Romeo,6,DNF,0
NC,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,4,DNF,0
