Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Alain ProstPRO,McLaren TAG,71,1:37:21.468,9
2,8,Niki LaudaLAU,McLaren TAG,71,+10.283s,6
3,12,Nigel MansellMAN,Lotus Renault,71,+79.544s,4
4,11,Elio de AngelisDEA,Lotus Renault,70,+1 lap,3
5,2,Teo FabiFAB,Brabham BMW,70,+1 lap,2
6,15,Patrick TambayTAM,Renault,70,+1 lap,1
7,25,Francois HesnaultHES,Ligier Renault,69,+2 laps,0
8,6,Keke RosbergROS,Williams Honda,68,DNF,0
9,10,Jonathan  PalmerPAL,RAM Hart,67,+4 laps,0
10,9,Philippe AlliotALL,RAM Hart,67,+4 laps,0
11,28,Rene ArnouxARN,Ferrari,66,DNF,0
12,30,Jo GartnerGAR,Osella Alfa Romeo,66,+5 laps,0
13,23,Eddie  CheeverCHE,Alfa Romeo,65,DNF,0
NC,18,Thierry BoutsenBOU,Arrows BMW,59,DNF,0
NC,21,Huub RothengatterROT,Spirit Hart,53,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,51,DNF,0
NC,26,Andrea de CesarisDEC,Ligier Renault,31,DNF,0
NC,5,Jacques LaffiteLAF,Williams Honda,23,DNF,0
NC,16,Derek WarwickWAR,Renault,23,DNF,0
NC,14,Manfred WinkelhockWIN,ATS BMW,22,DNF,0
NC,19,Ayrton SennaSEN,Toleman Hart,19,DNF,0
NC,17,Marc SurerSUR,Arrows BMW,17,DNF,0
NC,1,Nelson PiquetPIQ,Brabham BMW,10,DNF,0
NC,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,8,DNF,0
NC,27,Michele AlboretoALB,Ferrari,7,DNF,0
