Pos,No,Driver,Car,Laps,Time/retired,Pts
1,81,Oscar PiastriPIA,McLaren Mercedes,70,1:38:01.989,25
2,4,Lando NorrisNOR,McLaren Mercedes,70,+2.141s,18
3,44,Lewis HamiltonHAM,Mercedes,70,+14.880s,15
4,16,Charles LeclercLEC,Ferrari,70,+19.686s,12
5,1,Max VerstappenVER,Red Bull Racing Honda RBPT,70,+21.349s,10
6,55,Carlos SainzSAI,Ferrari,70,+23.073s,8
7,11,Sergio PerezPER,Red Bull Racing Honda RBPT,70,+39.792s,6
8,63,George RussellRUS,Mercedes,70,+42.368s,5
9,22,Yuki TsunodaTSU,RB Honda RBPT,70,+77.259s,2
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70,+77.976s,1
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,70,+82.460s,0
12,3,Daniel RicciardoRIC,RB Honda RBPT,69,+1 lap,0
13,27,Nico HulkenbergHUL,Haas Ferrari,69,+1 lap,0
14,23,Alexander AlbonALB,Williams Mercedes,69,+1 lap,0
15,20,Kevin MagnussenMAG,Haas Ferrari,69,+1 lap,0
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,69,+1 lap,0
17,2,Logan SargeantSAR,Williams Mercedes,69,+1 lap,0
18,31,Esteban OconOCO,Alpine Renault,69,+1 lap,0
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,69,+1 lap,0
NC,10,Pierre GaslyGAS,Alpine Renault,33,DNF,0
