Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Charles LeclercLEC,Ferrari,53,1:14:40.727,25
2,81,Oscar PiastriPIA,McLaren Mercedes,53,+2.664s,18
3,4,Lando NorrisNOR,McLaren Mercedes,53,+6.153s,16
4,55,Carlos SainzSAI,Ferrari,53,+15.621s,12
5,44,Lewis HamiltonHAM,Mercedes,53,+22.820s,10
6,1,Max VerstappenVER,Red Bull Racing Honda RBPT,53,+37.932s,8
7,63,George RussellRUS,Mercedes,53,+39.715s,6
8,11,Sergio PerezPER,Red Bull Racing Honda RBPT,53,+54.148s,4
9,23,Alexander AlbonALB,Williams Mercedes,53,+67.456s,2
10,20,Kevin MagnussenMAG,Haas Ferrari,53,+68.302s,1
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,53,+68.495s,0
12,43,Franco ColapintoCOL,Williams Mercedes,53,+81.308s,0
13,3,Daniel RicciardoRIC,RB Honda RBPT,53,+93.452s,0
14,31,Esteban OconOCO,Alpine Renault,52,+1 lap,0
15,10,Pierre GaslyGAS,Alpine Renault,52,+1 lap,0
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,52,+1 lap,0
17,27,Nico HulkenbergHUL,Haas Ferrari,52,+1 lap,0
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,52,+1 lap,0
19,18,Lance StrollSTR,Aston Martin Aramco Mercedes,52,+1 lap,0
NC,22,Yuki TsunodaTSU,RB Honda RBPT,7,DNF,0
