Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,53,1:54:23.566,26
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,53,+12.535s,18
3,55,Carlos SainzSAI,Ferrari,53,+20.866s,15
4,16,Charles LeclercLEC,Ferrari,53,+26.522s,12
5,4,Lando NorrisNOR,McLaren Mercedes,53,+29.700s,10
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,53,+44.272s,8
7,63,George RussellRUS,Mercedes,53,+45.951s,6
8,81,Oscar PiastriPIA,McLaren Mercedes,53,+47.525s,4
9,44,Lewis HamiltonHAM,Mercedes,53,+48.626s,2
10,22,Yuki TsunodaTSU,RB Honda RBPT,52,+1 lap,1
11,27,Nico HulkenbergHUL,Haas Ferrari,52,+1 lap,0
12,18,Lance StrollSTR,Aston Martin Aramco Mercedes,52,+1 lap,0
13,20,Kevin MagnussenMAG,Haas Ferrari,52,+1 lap,0
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,52,+1 lap,0
15,31,Esteban OconOCO,Alpine Renault,52,+1 lap,0
16,10,Pierre GaslyGAS,Alpine Renault,52,+1 lap,0
17,2,Logan SargeantSAR,Williams Mercedes,52,+1 lap,0
NC,24,Zhou GuanyuZHO,Kick Sauber Ferrari,12,DNF,0
NC,3,Daniel RicciardoRIC,RB Honda RBPT,0,DNF,0
NC,23,Alexander AlbonALB,Williams Mercedes,0,DNF,0
