Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Charles LeclercLEC,Ferrari,56,1:35:09.639,25
2,55,Carlos SainzSAI,Ferrari,56,+8.562s,18
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,56,+19.412s,15
4,4,Lando NorrisNOR,McLaren Mercedes,56,+20.354s,12
5,81,Oscar PiastriPIA,McLaren Mercedes,56,+21.921s,10
6,63,George RussellRUS,Mercedes,56,+56.295s,8
7,11,Sergio PerezPER,Red Bull Racing Honda RBPT,56,+59.072s,6
8,27,Nico HulkenbergHUL,Haas Ferrari,56,+62.957s,4
9,30,Liam LawsonLAW,RB Honda RBPT,56,+70.563s,2
10,43,Franco ColapintoCOL,Williams Mercedes,56,+71.979s,1
11,20,Kevin MagnussenMAG,Haas Ferrari,56,+79.782s,0
12,10,Pierre GaslyGAS,Alpine Renault,56,+90.558s,0
13,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,55,+1 lap,0
14,22,Yuki TsunodaTSU,RB Honda RBPT,55,+1 lap,0
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,55,+1 lap,0
16,23,Alexander AlbonALB,Williams Mercedes,55,+1 lap,0
17,77,Valtteri BottasBOT,Kick Sauber Ferrari,55,+1 lap,0
18,31,Esteban OconOCO,Alpine Renault,55,+1 lap,0
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,55,+1 lap,0
NC,44,Lewis HamiltonHAM,Mercedes,1,DNF,0
