Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,52,1:22:27.059,25
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,52,+1.465s,18
3,4,Lando NorrisNOR,McLaren Mercedes,52,+7.547s,15
4,81,Oscar PiastriPIA,McLaren Mercedes,52,+12.429s,12
5,55,Carlos SainzSAI,Ferrari,52,+47.318s,11
6,27,Nico HulkenbergHUL,Haas Ferrari,52,+55.722s,8
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,52,+56.569s,6
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,52,+63.577s,4
9,23,Alexander AlbonALB,Williams Mercedes,52,+68.387s,2
10,22,Yuki TsunodaTSU,RB Honda RBPT,52,+79.303s,1
11,2,Logan SargeantSAR,Williams Mercedes,52,+88.960s,0
12,20,Kevin MagnussenMAG,Haas Ferrari,52,+90.153s,0
13,3,Daniel RicciardoRIC,RB Honda RBPT,51,+1 lap,0
14,16,Charles LeclercLEC,Ferrari,51,+1 lap,0
15,77,Valtteri BottasBOT,Kick Sauber Ferrari,51,+1 lap,0
16,31,Esteban OconOCO,Alpine Renault,50,+2 laps,0
17,11,Sergio PerezPER,Red Bull Racing Honda RBPT,50,+2 laps,0
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,50,+2 laps,0
NC,63,George RussellRUS,Mercedes,33,DNF,0
NC,10,Pierre GaslyGAS,Alpine Renault,0,DNS,0
