Pos,No,Driver,Car,Laps,Time/retired,Pts
1,55,Carlos SainzSAI,Ferrari,71,1:40:55.800,25
2,4,Lando NorrisNOR,McLaren Mercedes,71,+4.705s,18
3,16,Charles LeclercLEC,Ferrari,71,+34.387s,16
4,44,Lewis HamiltonHAM,Mercedes,71,+44.780s,12
5,63,George RussellRUS,Mercedes,71,+48.536s,10
6,1,Max VerstappenVER,Red Bull Racing Honda RBPT,71,+59.558s,8
7,20,Kevin MagnussenMAG,Haas Ferrari,71,+63.642s,6
8,81,Oscar PiastriPIA,McLaren Mercedes,71,+64.928s,4
9,27,Nico HulkenbergHUL,Haas Ferrari,70,+1 lap,2
10,10,Pierre GaslyGAS,Alpine Renault,70,+1 lap,1
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70,+1 lap,0
12,43,Franco ColapintoCOL,Williams Mercedes,70,+1 lap,0
13,31,Esteban OconOCO,Alpine Renault,70,+1 lap,0
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,70,+1 lap,0
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,70,+1 lap,0
16,30,Liam LawsonLAW,RB Honda RBPT,70,+1 lap,0
17,11,Sergio PerezPER,Red Bull Racing Honda RBPT,70,+1 lap,0
NC,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,15,DNF,0
NC,23,Alexander AlbonALB,Williams Mercedes,0,DNF,0
NC,22,Yuki TsunodaTSU,RB Honda RBPT,0,DNF,0
