Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Lando NorrisNOR,McLaren Mercedes,58,1:26:33.291,25
2,55,Carlos SainzSAI,Ferrari,58,+5.832s,18
3,16,Charles LeclercLEC,Ferrari,58,+31.928s,15
4,44,Lewis HamiltonHAM,Mercedes,58,+36.483s,12
5,63,George RussellRUS,Mercedes,58,+37.538s,10
6,1,Max VerstappenVER,Red Bull Racing Honda RBPT,58,+49.847s,8
7,10,Pierre GaslyGAS,Alpine Renault,58,+72.560s,6
8,27,Nico HulkenbergHUL,Haas Ferrari,58,+75.554s,4
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,58,+82.373s,2
10,81,Oscar PiastriPIA,McLaren Mercedes,58,+83.821s,1
11,23,Alexander AlbonALB,Williams Mercedes,57,+1 lap,0
12,22,Yuki TsunodaTSU,RB Honda RBPT,57,+1 lap,0
13,24,Zhou GuanyuZHO,Kick Sauber Ferrari,57,+1 lap,0
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,57,+1 lap,0
15,61,Jack DoohanDOO,Alpine Renault,57,+1 lap,0
16,20,Kevin MagnussenMAG,Haas Ferrari,57,+1 lap,0
17,30,Liam LawsonLAW,RB Honda RBPT,55,DNF,0
NC,77,Valtteri BottasBOT,Kick Sauber Ferrari,30,DNF,0
NC,43,Franco ColapintoCOL,Williams Mercedes,26,DNF,0
NC,11,Sergio PerezPER,Red Bull Racing Honda RBPT,0,DNF,0
