Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Lando NorrisNOR,McLaren Mercedes,62,1:40:52.571,25
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,62,+20.945s,18
3,81,Oscar PiastriPIA,McLaren Mercedes,62,+41.823s,15
4,63,George RussellRUS,Mercedes,62,+61.040s,12
5,16,Charles LeclercLEC,Ferrari,62,+62.430s,10
6,44,Lewis HamiltonHAM,Mercedes,62,+85.248s,8
7,55,Carlos SainzSAI,Ferrari,62,+96.039s,6
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,61,+1 lap,4
9,27,Nico HulkenbergHUL,Haas Ferrari,61,+1 lap,2
10,11,Sergio PerezPER,Red Bull Racing Honda RBPT,61,+1 lap,1
11,43,Franco ColapintoCOL,Williams Mercedes,61,+1 lap,0
12,22,Yuki TsunodaTSU,RB Honda RBPT,61,+1 lap,0
13,31,Esteban OconOCO,Alpine Renault,61,+1 lap,0
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,61,+1 lap,0
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,61,+1 lap,0
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,61,+1 lap,0
17,10,Pierre GaslyGAS,Alpine Renault,61,+1 lap,0
18,3,Daniel RicciardoRIC,RB Honda RBPT,61,+1 lap,0
19,20,Kevin MagnussenMAG,Haas Ferrari,57,DNF,0
NC,23,Alexander AlbonALB,Williams Mercedes,15,DNF,0
