Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,69,2:06:54.430,26
2,31,Esteban OconOCO,Alpine Renault,69,+19.477s,18
3,10,Pierre GaslyGAS,Alpine Renault,69,+22.532s,15
4,63,George RussellRUS,Mercedes,69,+23.265s,12
5,16,Charles LeclercLEC,Ferrari,69,+30.177s,10
6,4,Lando NorrisNOR,McLaren Mercedes,69,+31.372s,8
7,22,Yuki TsunodaTSU,RB Honda RBPT,69,+42.056s,6
8,81,Oscar PiastriPIA,McLaren Mercedes,69,+44.943s,4
9,30,Liam LawsonLAW,RB Honda RBPT,69,+50.452s,2
10,44,Lewis HamiltonHAM,Mercedes,69,+50.753s,1
11,11,Sergio PerezPER,Red Bull Racing Honda RBPT,69,+51.531s,0
12,50,Oliver BearmanBEA,Haas Ferrari,69,+57.085s,0
13,77,Valtteri BottasBOT,Kick Sauber Ferrari,69,+63.588s,0
14,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,69,+78.049s,0
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,69,+79.649s,0
NC,55,Carlos SainzSAI,Ferrari,38,DNF,0
NC,43,Franco ColapintoCOL,Williams Mercedes,30,DNF,0
NC,23,Alexander AlbonALB,Williams Mercedes,0,DNS,0
NC,18,Lance StrollSTR,Aston Martin Aramco Mercedes,0,DNS,0
DQ,27,Nico HulkenbergHUL,Haas Ferrari,,DSQ,0
