Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Sebastian VettelVET,Ferrari,58,1:29:33.283,25
2,44,Lewis HamiltonHAM,Mercedes,58,+5.036s,18
3,7,Kimi RäikkönenRAI,Ferrari,58,+6.309s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,58,+7.069s,12
5,14,Fernando AlonsoALO,McLaren Renault,58,+27.886s,10
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,58,+28.945s,8
7,27,Nico HulkenbergHUL,Renault,58,+32.671s,6
8,77,Valtteri BottasBOT,Mercedes,58,+34.339s,4
9,2,Stoffel VandoorneVAN,McLaren Renault,58,+34.921s,2
10,55,Carlos SainzSAI,Renault,58,+45.722s,1
11,11,Sergio PerezPER,Force India Mercedes,58,+46.817s,0
12,31,Esteban OconOCO,Force India Mercedes,58,+60.278s,0
13,16,Charles LeclercLEC,Sauber Ferrari,58,+75.759s,0
14,18,Lance StrollSTR,Williams Mercedes,58,+78.288s,0
15,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,57,+1 lap,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,24,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,22,DNF,0
NC,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,13,DNF,0
NC,9,Marcus EricssonERI,Sauber Ferrari,5,DNF,0
NC,35,Sergey SirotkinSIR,Williams Mercedes,4,DNF,0
