Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,71,1:21:56.024,25
2,7,Kimi RäikkönenRAI,Ferrari,71,+1.504s,18
3,5,Sebastian VettelVET,Ferrari,71,+3.181s,15
4,8,Romain GrosjeanGRO,Haas Ferrari,70,+1 lap,12
5,20,Kevin MagnussenMAG,Haas Ferrari,70,+1 lap,10
6,31,Esteban OconOCO,Force India Mercedes,70,+1 lap,8
7,11,Sergio PerezPER,Force India Mercedes,70,+1 lap,6
8,14,Fernando AlonsoALO,McLaren Renault,70,+1 lap,4
9,16,Charles LeclercLEC,Sauber Ferrari,70,+1 lap,2
10,9,Marcus EricssonERI,Sauber Ferrari,70,+1 lap,1
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,70,+1 lap,0
12,55,Carlos SainzSAI,Renault,70,+1 lap,0
13,35,Sergey SirotkinSIR,Williams Mercedes,69,+2 laps,0
14,18,Lance StrollSTR,Williams Mercedes,69,+2 laps,0
15,2,Stoffel VandoorneVAN,McLaren Renault,65,DNF,0
NC,44,Lewis HamiltonHAM,Mercedes,62,DNF,0
NC,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,54,DNF,0
NC,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,53,DNF,0
NC,77,Valtteri BottasBOT,Mercedes,13,DNF,0
NC,27,Nico HulkenbergHUL,Renault,11,DNF,0
