Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Sebastian VettelVET,Ferrari,52,1:27:29.784,25
2,44,Lewis HamiltonHAM,Mercedes,52,+2.264s,18
3,7,Kimi RäikkönenRAI,Ferrari,52,+3.652s,15
4,77,Valtteri BottasBOT,Mercedes,52,+8.883s,12
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,52,+9.500s,10
6,27,Nico HulkenbergHUL,Renault,52,+28.220s,8
7,31,Esteban OconOCO,Force India Mercedes,52,+29.930s,6
8,14,Fernando AlonsoALO,McLaren Renault,52,+31.115s,4
9,20,Kevin MagnussenMAG,Haas Ferrari,52,+33.188s,2
10,11,Sergio PerezPER,Force India Mercedes,52,+34.708s,1
11,2,Stoffel VandoorneVAN,McLaren Renault,52,+35.774s,0
12,18,Lance StrollSTR,Williams Mercedes,52,+38.106s,0
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,52,+39.129s,0
14,35,Sergey SirotkinSIR,Williams Mercedes,52,+48.113s,0
15,33,Max VerstappenVER,Red Bull Racing TAG Heuer,46,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,37,DNF,0
NC,55,Carlos SainzSAI,Renault,37,DNF,0
NC,9,Marcus EricssonERI,Sauber Ferrari,31,DNF,0
NC,16,Charles LeclercLEC,Sauber Ferrari,18,DNF,0
NC,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1,DNF,0
