Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,53,1:16:54.484,25
2,7,Kimi RäikkönenRAI,Ferrari,53,+8.705s,18
3,77,Valtteri BottasBOT,Mercedes,53,+14.066s,15
4,5,Sebastian VettelVET,Ferrari,53,+16.151s,12
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,53,+18.208s,10
DQ,8,Romain GrosjeanGRO,Haas Ferrari,53,+56.320s,0
6,31,Esteban OconOCO,Force India Mercedes,53,+57.761s,8
7,11,Sergio PerezPER,Force India Mercedes,53,+58.678s,6
8,55,Carlos SainzSAI,Renault,53,+78.140s,4
9,18,Lance StrollSTR,Williams Mercedes,52,+1 lap,2
10,35,Sergey SirotkinSIR,Williams Mercedes,52,+1 lap,1
11,16,Charles LeclercLEC,Sauber Ferrari,52,+1 lap,0
12,2,Stoffel VandoorneVAN,McLaren Renault,52,+1 lap,0
13,27,Nico HulkenbergHUL,Renault,52,+1 lap,0
14,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,52,+1 lap,0
15,9,Marcus EricssonERI,Sauber Ferrari,52,+1 lap,0
16,20,Kevin MagnussenMAG,Haas Ferrari,52,+1 lap,0
NC,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,23,DNF,0
NC,14,Fernando AlonsoALO,McLaren Renault,9,DNF,0
NC,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,0,DNF,0
