Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,53,1:30:11.385,25
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,53,+7.090s,18
3,7,Kimi RäikkönenRAI,Ferrari,53,+25.888s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,53,+34.736s,12
5,5,Sebastian VettelVET,Ferrari,53,+61.935s,10
6,20,Kevin MagnussenMAG,Haas Ferrari,53,+79.364s,8
7,77,Valtteri BottasBOT,Mercedes,53,+80.632s,6
8,55,Carlos SainzSAI,Renault,53,+87.184s,4
9,27,Nico HulkenbergHUL,Renault,53,+91.989s,2
10,16,Charles LeclercLEC,Sauber Ferrari,53,+93.873s,1
11,8,Romain GrosjeanGRO,Haas Ferrari,52,+1 lap,0
12,2,Stoffel VandoorneVAN,McLaren Renault,52,+1 lap,0
13,9,Marcus EricssonERI,Sauber Ferrari,52,+1 lap,0
14,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,52,+1 lap,0
15,35,Sergey SirotkinSIR,Williams Mercedes,52,+1 lap,0
16,14,Fernando AlonsoALO,McLaren Renault,50,DNF,0
17,18,Lance StrollSTR,Williams Mercedes,48,DNF,0
NC,11,Sergio PerezPER,Force India Mercedes,27,DNF,0
NC,31,Esteban OconOCO,Force India Mercedes,0,DNF,0
NC,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,0,DNF,0
