Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,61,1:51:11.611,25
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,61,+8.961s,18
3,5,Sebastian VettelVET,Ferrari,61,+39.945s,15
4,77,Valtteri BottasBOT,Mercedes,61,+51.930s,12
5,7,Kimi RäikkönenRAI,Ferrari,61,+53.001s,10
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,61,+53.982s,8
7,14,Fernando AlonsoALO,McLaren Renault,61,+103.011s,6
8,55,Carlos SainzSAI,Renault,60,+1 lap,4
9,16,Charles LeclercLEC,Sauber Ferrari,60,+1 lap,2
10,27,Nico HulkenbergHUL,Renault,60,+1 lap,1
11,9,Marcus EricssonERI,Sauber Ferrari,60,+1 lap,0
12,2,Stoffel VandoorneVAN,McLaren Renault,60,+1 lap,0
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,60,+1 lap,0
14,18,Lance StrollSTR,Williams Mercedes,60,+1 lap,0
15,8,Romain GrosjeanGRO,Haas Ferrari,60,+1 lap,0
16,11,Sergio PerezPER,Force India Mercedes,60,+1 lap,0
17,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,60,+1 lap,0
18,20,Kevin MagnussenMAG,Haas Ferrari,59,+2 laps,0
19,35,Sergey SirotkinSIR,Williams Mercedes,59,+2 laps,0
NC,31,Esteban OconOCO,Force India Mercedes,0,DNF,0
