Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Sebastian VettelVET,Ferrari,68,1:28:31.377,25
2,77,Valtteri BottasBOT,Mercedes,68,+7.376s,18
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,68,+8.360s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,68,+20.892s,12
5,44,Lewis HamiltonHAM,Mercedes,68,+21.559s,10
6,7,Kimi RäikkönenRAI,Ferrari,68,+27.184s,8
7,27,Nico HulkenbergHUL,Renault,67,+1 lap,6
8,55,Carlos SainzSAI,Renault,67,+1 lap,4
9,31,Esteban OconOCO,Force India Mercedes,67,+1 lap,2
10,16,Charles LeclercLEC,Sauber Ferrari,67,+1 lap,1
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,67,+1 lap,0
12,8,Romain GrosjeanGRO,Haas Ferrari,67,+1 lap,0
13,20,Kevin MagnussenMAG,Haas Ferrari,67,+1 lap,0
14,11,Sergio PerezPER,Force India Mercedes,67,+1 lap,0
15,9,Marcus EricssonERI,Sauber Ferrari,66,+2 laps,0
16,2,Stoffel VandoorneVAN,McLaren Renault,66,+2 laps,0
17,35,Sergey SirotkinSIR,Williams Mercedes,66,+2 laps,0
NC,14,Fernando AlonsoALO,McLaren Renault,40,DNF,0
NC,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,0,DNF,0
NC,18,Lance StrollSTR,Williams Mercedes,0,DNF,0
