Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,53,1:27:25.181,25
2,77,Valtteri BottasBOT,Mercedes,53,+2.545s,18
3,5,Sebastian VettelVET,Ferrari,53,+7.487s,15
4,7,Kimi RäikkönenRAI,Ferrari,53,+16.543s,12
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,53,+31.016s,10
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,53,+80.451s,8
7,16,Charles LeclercLEC,Sauber Ferrari,53,+98.390s,6
8,20,Kevin MagnussenMAG,Haas Ferrari,52,+1 lap,4
9,31,Esteban OconOCO,Force India Mercedes,52,+1 lap,2
10,11,Sergio PerezPER,Force India Mercedes,52,+1 lap,1
11,8,Romain GrosjeanGRO,Haas Ferrari,52,+1 lap,0
12,27,Nico HulkenbergHUL,Renault,52,+1 lap,0
13,9,Marcus EricssonERI,Sauber Ferrari,52,+1 lap,0
14,14,Fernando AlonsoALO,McLaren Renault,52,+1 lap,0
15,18,Lance StrollSTR,Williams Mercedes,52,+1 lap,0
16,2,Stoffel VandoorneVAN,McLaren Renault,51,+2 laps,0
17,55,Carlos SainzSAI,Renault,51,+2 laps,0
18,35,Sergey SirotkinSIR,Williams Mercedes,51,+2 laps,0
NC,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,4,DNF,0
NC,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,4,DNF,0
