Pos,No,Driver,Car,Time
1,7,Nelson PiquetPIQ,Brabham BMW,1:11.074
2,6,Keke RosbergROS,Williams Honda,1:11.647
3,2,Alain ProstPRO,McLaren TAG,1:11.801
4,12,Ayrton SennaSEN,Lotus Renault,1:11.837
5,19,Teo FabiFAB,Toleman Hart,1:12.310
6,15,Patrick TambayTAM,Renault,1:12.486
7,5,Nigel MansellMAN,Williams Honda,1:12.614
8,18,Thierry BoutsenBOU,Arrows BMW,1:12.746
9,8,Marc SurerSUR,Brabham BMW,1:12.856
10,1,Niki LaudaLAU,McLaren TAG,1:13.059
11,11,Elio de AngelisDEA,Lotus Renault,1:13.078
12,16,Derek WarwickWAR,Renault,1:13.289
13,26,Jacques LaffiteLAF,Ligier Renault,1:13.435
14,17,Gerhard BergerBER,Arrows BMW,1:13.680
15,20,Piercarlo GhinzaniGHI,Toleman Hart,1:13.705
16,27,Michele AlboretoALB,Ferrari,1:13.725
17,28,Stefan JohanssonJOH,Ferrari,1:13.768
18,25,Andrea de CesarisDEC,Ligier Renault,1:13.797
19,22,Riccardo PatresePAT,Alfa Romeo,1:14.240
20,23,Eddie  CheeverCHE,Alfa Romeo,1:14.912
21,3,Martin BrundleBRU,Tyrrell Renault,1:14.920
22,4,Stefan BellofBEL,Tyrrell Renault,1:15.236
23,30,Jonathan  PalmerPAL,Zakspeed,1:16.257
24,29,Pierluigi MartiniMAR,Minardi Ford,1:17.919
25,9,Philippe AlliotALL,RAM Hart,1:18.525
26,24,Huub RothengatterROT,Osella Alfa Romeo,1:19.410
