Pos,No,Driver,Car,Time
1,27,Michele AlboretoALB,Ferrari,1:27.768
2,6,Keke RosbergROS,Williams Honda,1:27.864
3,11,Elio de AngelisDEA,Lotus Renault,1:28.081
4,12,Ayrton SennaSEN,Lotus Renault,1:28.389
5,5,Nigel MansellMAN,Williams Honda,1:28.848
6,2,Alain ProstPRO,McLaren TAG,1:29.117
7,28,Rene ArnouxARN,Ferrari,1:29.612
8,7,Nelson PiquetPIQ,Brabham BMW,1:29.855
9,1,Niki LaudaLAU,McLaren TAG,1:29.984
10,16,Derek WarwickWAR,Renault,1:30.100
11,15,Patrick TambayTAM,Renault,1:30.254
12,18,Thierry BoutsenBOU,Arrows BMW,1:30.953
13,25,Andrea de CesarisDEC,Ligier Renault,1:31.411
14,22,Riccardo PatresePAT,Alfa Romeo,1:31.790
15,26,Jacques LaffiteLAF,Ligier Renault,1:32.021
16,9,Manfred WinkelhockWIN,RAM Hart,1:32.560
17,8,Francois HesnaultHES,Brabham BMW,1:32.904
18,23,Eddie  CheeverCHE,Alfa Romeo,1:33.091
19,17,Gerhard BergerBER,Arrows BMW,1:34.773
20,10,Philippe AlliotALL,RAM Hart,1:35.726
21,3,Martin BrundleBRU,Tyrrell Renault,1:36.152
22,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:36.743
23,4,Stefan JohanssonJOH,Tyrrell Renault,1:37.293
24,21,Mauro BaldiBAL,Spirit Hart,1:41.330
25,29,Pierluigi MartiniMAR,Minardi Ford,1:44.046
