Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,Lotus Renault,1:25.084
2,6,Keke RosbergROS,Williams Honda,1:25.230
3,5,Nigel MansellMAN,Williams Honda,1:25.486
4,7,Nelson PiquetPIQ,Brabham BMW,1:25.584
5,2,Alain ProstPRO,McLaren TAG,1:25.790
6,11,Elio de AngelisDEA,Lotus Renault,1:26.044
7,27,Michele AlboretoALB,Ferrari,1:26.468
8,15,Patrick TambayTAM,Renault,1:27.020
9,8,Marc SurerSUR,Brabham BMW,1:27.153
10,28,Stefan JohanssonJOH,Ferrari,1:27.473
11,17,Gerhard BergerBER,Arrows BMW,1:27.723
12,16,Derek WarwickWAR,Renault,1:28.112
13,22,Riccardo PatresePAT,Alfa Romeo,1:28.340
14,18,Thierry BoutsenBOU,Arrows BMW,1:28.369
15,19,Teo FabiFAB,Toleman Hart,1:28.386
16,1,Niki LaudaLAU,McLaren TAG,1:28.472
17,23,Eddie  CheeverCHE,Alfa Romeo,1:28.629
18,3,Martin BrundleBRU,Tyrrell Renault,1:28.793
19,25,Philippe StreiffSTR,Ligier Renault,1:29.839
20,26,Jacques LaffiteLAF,Ligier Renault,1:30.186
21,20,Piercarlo GhinzaniGHI,Toleman Hart,1:30.271
22,24,Huub RothengatterROT,Osella Alfa Romeo,1:33.529
23,29,Pierluigi MartiniMAR,Minardi Ford,1:33.981
24,10,Kenny AchesonACH,RAM Hart,1:34.919
25,33,Alan  JonesJON,Lola Hart,1:34.943
26,9,Philippe AlliotALL,RAM Hart,1:36.221
