Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Honda,1:02.366
2,7,Nelson PiquetPIQ,Brabham BMW,1:02.490
3,6,Keke RosbergROS,Williams Honda,1:02.504
4,12,Ayrton SennaSEN,Lotus Renault,1:02.825
5,8,Marc SurerSUR,Brabham BMW,1:04.088
6,11,Elio de AngelisDEA,Lotus Renault,1:04.129
7,19,Teo FabiFAB,Toleman Hart,1:04.215
8,1,Niki LaudaLAU,McLaren TAG,1:04.283
9,2,Alain ProstPRO,McLaren TAG,1:04.376
10,18,Thierry BoutsenBOU,Arrows BMW,1:04.518
11,17,Gerhard BergerBER,Arrows BMW,1:04.780
12,22,Riccardo PatresePAT,Alfa Romeo,1:04.948
13,20,Piercarlo GhinzaniGHI,Toleman Hart,1:05.114
14,23,Eddie  CheeverCHE,Alfa Romeo,1:05.260
15,27,Michele AlboretoALB,Ferrari,1:05.268
16,28,Stefan JohanssonJOH,Ferrari,1:05.388
17,3,Martin BrundleBRU,Tyrrell Renault,1:05.649
18,4,Philippe StreiffSTR,Tyrrell Renault,1:06.205
19,29,Pierluigi MartiniMAR,Minardi Ford,1:08.658
20,24,Huub RothengatterROT,Osella Alfa Romeo,1:09.873
