Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,4,Nico RosbergROS,Mercedes,1,17:05:37,21.292,21.292
1,12,Vitaly PetrovPET,Renault,1,17:05:39,21.739,21.739
1,17,Jaime AlguersuariALG,STR Ferrari,1,17:05:45,22.163,22.163
1,21,Bruno SennaSEN,HRT Cosworth,1,17:05:51,23.749,23.749
1,25,Lucas di GrassiDIG,Virgin Cosworth,1,17:05:52,21.705,21.705
1,20,Christian KlienKLI,HRT Cosworth,1,17:05:57,31.988,31.988
1,6,Mark WebberWEB,RBR Renault,11,17:26:47,20.168,20.168
1,7,Felipe MassaMAS,Ferrari,13,17:30:21,21.523,21.523
1,8,Fernando AlonsoALO,Ferrari,15,17:33:50,20.681,20.681
1,22,Nick HeidfeldHEI,Sauber Ferrari,15,17:34:03,21.202,21.202
1,9,Rubens BarrichelloBAR,Williams Cosworth,18,17:39:18,20.684,20.684
1,2,Lewis HamiltonHAM,McLaren Mercedes,23,17:47:48,20.792,20.792
1,5,Sebastian VettelVET,RBR Renault,24,17:49:31,20.061,20.061
1,18,Jarno TrulliTRU,Lotus Cosworth,28,17:58:08,37.147,37.147
1,23,Kamui KobayashiKOB,Sauber Ferrari,33,18:05:43,20.208,20.208
1,10,Nico HulkenbergHUL,Williams Cosworth,36,18:11:03,20.749,20.749
1,16,Sebastien BuemiBUE,STR Ferrari,37,18:12:45,20.984,20.984
1,1,Jenson ButtonBUT,McLaren Mercedes,39,18:15:38,20.511,20.511
1,24,Timo GlockGLO,Virgin Cosworth,40,18:19:37,20.930,20.930
1,19,Heikki KovalainenKOV,Lotus Cosworth,41,18:21:05,21.537,21.537
1,11,Robert KubicaKUB,Renault,46,18:27:56,20.188,20.188
1,14,Adrian SutilSUT,Force India Mercedes,47,18:29:56,20.276,20.276
