Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,21,Bruno SennaSEN,HRT Cosworth,1,15:13:35,25.316,25.316
1,25,Lucas di GrassiDIG,Virgin Cosworth,4,16:08:20,26.333,26.333
2,25,Lucas di GrassiDIG,Virgin Cosworth,13,16:32:21,25.255,51.588
3,25,Lucas di GrassiDIG,Virgin Cosworth,17,16:42:50,24.436,1:16.024
1,22,Nick HeidfeldHEI,Sauber Ferrari,19,16:46:51,23.423,23.423
1,23,Kamui KobayashiKOB,Sauber Ferrari,19,16:46:54,28.449,28.449
1,16,Sebastien BuemiBUE,STR Ferrari,19,16:46:56,31.483,31.483
2,21,Bruno SennaSEN,HRT Cosworth,19,16:47:08,26.885,52.201
1,12,Vitaly PetrovPET,Renault,20,16:49:07,24.663,24.663
1,18,Jarno TrulliTRU,Lotus Cosworth,21,16:51:32,26.035,26.035
2,18,Jarno TrulliTRU,Lotus Cosworth,24,16:58:54,2:07.379,2:33.414
1,20,Sakon YamamotoYAM,HRT Cosworth,26,17:02:49,31.096,31.096
1,1,Jenson ButtonBUT,McLaren Mercedes,28,17:06:12,24.126,24.126
1,14,Adrian SutilSUT,Force India Mercedes,28,17:06:17,25.275,25.275
1,10,Nico HulkenbergHUL,Williams Cosworth,30,17:10:02,23.123,23.123
1,2,Lewis HamiltonHAM,McLaren Mercedes,31,17:11:44,23.923,23.923
1,7,Felipe MassaMAS,Ferrari,31,17:11:50,24.048,24.048
1,3,Michael SchumacherMSC,Mercedes,31,17:11:53,25.397,25.397
1,11,Robert KubicaKUB,Renault,31,17:11:58,31.488,31.488
1,9,Rubens BarrichelloBAR,Williams Cosworth,31,17:12:02,24.762,24.762
1,17,Jaime AlguersuariALG,STR Ferrari,31,17:12:07,39.364,39.364
1,15,Vitantonio LiuzziLIU,Force India Mercedes,31,17:12:08,24.627,24.627
1,19,Heikki KovalainenKOV,Lotus Cosworth,31,17:12:44,26.517,26.517
1,5,Sebastian VettelVET,RBR Renault,32,17:13:36,23.817,23.817
1,8,Fernando AlonsoALO,Ferrari,32,17:13:42,27.610,27.610
2,19,Heikki KovalainenKOV,Lotus Cosworth,38,17:27:22,14.097,40.614
2,10,Nico HulkenbergHUL,Williams Cosworth,51,17:51:37,23.256,46.379
