Pos,No,Driver,Car,Time,Gap,Laps
1,8,Fernando AlonsoALO,Ferrari,1:14.904,,36
2,4,Nico RosbergROS,Mercedes,1:15.013,+0.109s,40
3,5,Sebastian VettelVET,RBR Renault,1:15.099,+0.195s,48
4,7,Felipe MassaMAS,Ferrari,1:15.120,+0.216s,45
5,3,Michael SchumacherMSC,Mercedes,1:15.143,+0.239s,38
6,11,Robert KubicaKUB,Renault,1:15.192,+0.288s,39
7,2,Lewis HamiltonHAM,McLaren Mercedes,1:15.249,+0.345s,32
8,14,Adrian SutilSUT,Force India Mercedes,1:15.460,+0.556s,42
9,1,Jenson ButtonBUT,McLaren Mercedes,1:15.619,+0.715s,38
10,6,Mark WebberWEB,RBR Renault,1:15.620,+0.716s,28
11,12,Vitaly PetrovPET,Renault,1:15.746,+0.842s,44
12,16,Sebastien BuemiBUE,STR Ferrari,1:16.276,+1.372s,46
13,10,Nico HulkenbergHUL,Williams Cosworth,1:16.348,+1.444s,48
14,9,Rubens BarrichelloBAR,Williams Cosworth,1:16.522,+1.618s,38
15,15,Vitantonio LiuzziLIU,Force India Mercedes,1:16.528,+1.624s,42
16,22,Pedro de la RosaDLR,Sauber Ferrari,1:16.599,+1.695s,36
17,23,Kamui KobayashiKOB,Sauber Ferrari,1:16.818,+1.914s,46
18,17,Jaime AlguersuariALG,STR Ferrari,1:17.023,+2.119s,28
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:18.184,+3.280s,48
20,25,Lucas di GrassiDIG,Virgin Cosworth,1:18.478,+3.574s,38
21,18,Jarno TrulliTRU,Lotus Cosworth,1:18.667,+3.763s,13
22,24,Timo GlockGLO,Virgin Cosworth,1:18.721,+3.817s,42
23,20,Karun ChandhokCHD,HRT Cosworth,1:20.313,+5.409s,36
24,21,Bruno SennaSEN,HRT Cosworth,1:22.148,+7.244s,11
