Pos,No,Driver,Car,Time,Gap,Laps
1,8,Fernando AlonsoALO,Ferrari,1:16.265,,35
2,5,Sebastian VettelVET,RBR Renault,1:16.294,+0.029s,26
3,7,Felipe MassaMAS,Ferrari,1:16.438,+0.173s,37
4,6,Mark WebberWEB,RBR Renault,1:16.585,+0.320s,40
5,4,Nico RosbergROS,Mercedes,1:16.827,+0.562s,32
6,3,Michael SchumacherMSC,Mercedes,1:16.971,+0.706s,20
7,2,Lewis HamiltonHAM,McLaren Mercedes,1:17.004,+0.739s,10
8,11,Robert KubicaKUB,Renault,1:17.009,+0.744s,37
9,9,Rubens BarrichelloBAR,Williams Cosworth,1:17.056,+0.791s,37
10,10,Nico HulkenbergHUL,Williams Cosworth,1:17.204,+0.939s,44
11,23,Kamui KobayashiKOB,Sauber Ferrari,1:17.336,+1.071s,44
12,12,Vitaly PetrovPET,Renault,1:17.547,+1.282s,35
13,22,Pedro de la RosaDLR,Sauber Ferrari,1:17.573,+1.308s,39
14,14,Adrian SutilSUT,Force India Mercedes,1:17.701,+1.436s,38
15,1,Jenson ButtonBUT,McLaren Mercedes,1:17.739,+1.474s,36
16,15,Vitantonio LiuzziLIU,Force India Mercedes,1:17.871,+1.606s,33
17,16,Sebastien BuemiBUE,STR Ferrari,1:18.147,+1.882s,45
18,17,Jaime AlguersuariALG,STR Ferrari,1:19.327,+3.062s,48
19,24,Timo GlockGLO,Virgin Cosworth,1:19.553,+3.288s,30
20,18,Jarno TrulliTRU,Lotus Cosworth,1:20.008,+3.743s,34
21,25,Lucas di GrassiDIG,Virgin Cosworth,1:20.106,+3.841s,31
22,19,Heikki KovalainenKOV,Lotus Cosworth,1:20.377,+4.112s,37
23,21,Bruno SennaSEN,HRT Cosworth,1:21.988,+5.723s,37
24,20,Sakon YamamotoYAM,HRT Cosworth,1:23.066,+6.801s,37
