Pos,No,Driver,Car,Time,Gap,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:35.217,,26
2,4,Nico RosbergROS,Mercedes,1:35.465,+0.248s,22
3,1,Jenson ButtonBUT,McLaren Mercedes,1:35.593,+0.376s,26
4,3,Michael SchumacherMSC,Mercedes,1:35.602,+0.385s,28
5,5,Sebastian VettelVET,RBR Renault,1:35.791,+0.574s,30
6,6,Mark WebberWEB,RBR Renault,1:35.995,+0.778s,29
7,14,Adrian SutilSUT,Force India Mercedes,1:36.254,+1.037s,31
8,17,Jaime AlguersuariALG,STR Ferrari,1:36.377,+1.160s,43
9,11,Robert KubicaKUB,Renault,1:36.389,+1.172s,29
10,8,Fernando AlonsoALO,Ferrari,1:36.604,+1.387s,33
11,7,Felipe MassaMAS,Ferrari,1:36.944,+1.727s,36
12,12,Vitaly PetrovPET,Renault,1:36.986,+1.769s,27
13,22,Pedro de la RosaDLR,Sauber Ferrari,1:37.421,+2.204s,32
14,23,Kamui KobayashiKOB,Sauber Ferrari,1:37.431,+2.214s,33
15,9,Rubens BarrichelloBAR,Williams Cosworth,1:37.657,+2.440s,30
16,15,Vitantonio LiuzziLIU,Force India Mercedes,1:37.804,+2.587s,31
17,10,Nico HulkenbergHUL,Williams Cosworth,1:37.867,+2.650s,29
18,18,Jarno TrulliTRU,Lotus Cosworth,1:39.624,+4.407s,35
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:39.947,+4.730s,30
20,24,Timo GlockGLO,Virgin Cosworth,1:40.233,+5.016s,27
21,20,Karun ChandhokCHD,HRT Cosworth,1:41.008,+5.791s,32
22,25,Lucas di GrassiDIG,Virgin Cosworth,1:41.107,+5.890s,28
23,21,Bruno SennaSEN,HRT Cosworth,1:41.345,+6.128s,32
