Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,RBR Renault,1:16.877,,32
2,8,Fernando AlonsoALO,Ferrari,1:16.963,+0.086s,35
3,4,Nico RosbergROS,Mercedes,1:17.151,+0.274s,34
4,6,Mark WebberWEB,RBR Renault,1:17.273,+0.396s,33
5,7,Felipe MassaMAS,Ferrari,1:17.401,+0.524s,33
6,14,Adrian SutilSUT,Force India Mercedes,1:17.415,+0.538s,28
7,2,Lewis HamiltonHAM,McLaren Mercedes,1:17.522,+0.645s,29
8,11,Robert KubicaKUB,Renault,1:17.529,+0.652s,36
9,3,Michael SchumacherMSC,Mercedes,1:17.688,+0.811s,34
10,15,Vitantonio LiuzziLIU,Force India Mercedes,1:17.903,+1.026s,35
11,1,Jenson ButtonBUT,McLaren Mercedes,1:17.961,+1.084s,33
12,9,Rubens BarrichelloBAR,Williams Cosworth,1:18.385,+1.508s,27
13,10,Nico HulkenbergHUL,Williams Cosworth,1:18.447,+1.570s,41
14,12,Vitaly PetrovPET,Renault,1:18.582,+1.705s,40
15,22,Pedro de la RosaDLR,Sauber Ferrari,1:18.658,+1.781s,34
16,23,Kamui KobayashiKOB,Sauber Ferrari,1:19.142,+2.265s,38
17,16,Sebastien BuemiBUE,STR Ferrari,1:19.168,+2.291s,32
18,17,Jaime AlguersuariALG,STR Ferrari,1:19.274,+2.397s,41
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:19.969,+3.092s,35
20,20,Karun ChandhokCHD,HRT Cosworth,1:20.879,+4.002s,29
21,21,Bruno SennaSEN,HRT Cosworth,1:21.097,+4.220s,31
22,18,Jarno TrulliTRU,Lotus Cosworth,1:21.346,+4.469s,11
23,24,Timo GlockGLO,Virgin Cosworth,1:21.488,+4.611s,25
24,25,Lucas di GrassiDIG,Virgin Cosworth,1:21.577,+4.700s,30
