Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Jimmy BryanBRY,Epperly Offenhauser,200,3:44:13.800,8
2,99,George  AmickAMI,Epperly Offenhauser,200,+27.629s,6
3,9,Johnny  BoydBOY,Kurtis Kraft Offenhauser,200,,4
4,33,Tony  BettenhausenBET,Epperly Offenhauser,200,,4
5,2,Jim RathmannRAT,Epperly Offenhauser,200,,2
6,16,Jimmy ReeceREE,Watson Offenhauser,200,,0
7,26,Don  FreelandFRE,Phillips Offenhauser,200,,0
8,44,Jud  LarsonLAR,Watson Offenhauser,200,,0
9,61,Eddie JohnsonJOH,Kurtis Kraft Offenhauser,200,,0
10,54,Bill  CheesbourgCHE,Kurtis Kraft Novi,200,,0
11,52,Al  KellerKEL,Kurtis Kraft Offenhauser,200,,0
12,45,Johnnie  ParsonsPAR,Kurtis Kraft Offenhauser,200,,0
13,19,Johnnie  TolanTOL,Kuzma Offenhauser,200,,0
14,65,Bob  ChristieCHR,Kurtis Kraft Offenhauser,189,DNF,0
15,59,Dempsey  WilsonWIL,Kuzma Offenhauser,151,DNF,0
16,29,Anthony Joseph FoytFOY,Kuzma Offenhauser,148,DNF,0
17,77,Mike  MagillMAG,Kurtis Kraft Offenhauser,136,DSQ,0
18,15,Paul RussoRUS,Kurtis Kraft Novi,122,DNF,0
19,83,Shorty  TemplemanTEM,Kurtis Kraft Offenhauser,116,DNF,0
20,8,Rodger WardWAR,Lesovsky Offenhauser,93,DNF,0
21,43,Billy  GarrettGAR,Kurtis Kraft Offenhauser,80,DNF,0
22,88,Eddie  SachsSAC,Kuzma Offenhauser,68,DNF,0
23,7,Johnny ThomsonTHO,Kurtis Kraft Offenhauser,52,DNF,0
24,89,Chuck  WeyantWEY,Dunn Offenhauser,38,DNF,0
25,25,Jack  TurnerTUR,Lesovsky Offenhauser,21,DNF,0
26,14,Bob  VeithVEI,Kurtis Kraft Offenhauser,1,DNF,0
27,97,Dick RathmannRAT,Watson Offenhauser,0,DNF,0
28,5,Ed  ElisianELI,Watson Offenhauser,0,DNF,0
29,4,Pat  O'ConnorO'C,Kurtis Kraft Offenhauser,0,DNF,0
30,31,Paul GoldsmithGOL,Kurtis Kraft Offenhauser,0,DNF,0
31,92,Jerry  UnserUNS,Kurtis Kraft Offenhauser,0,DNF,0
32,68,Len  SuttonSUT,Kurtis Kraft Offenhauser,0,DNF,0
33,57,Art  BischBIS,Kuzma Offenhauser,0,DNF,0
