Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Tony BrooksBRO,Vanwall,15,2:21:15.000,8
2,10,Roy SalvadoriSAL,Cooper Climax,15,+209.700s,6
3,11,Maurice  TrintignantTRI,Cooper Climax,15,+311.200s,4
4,4,Wolfgang von TripsVON,Ferrari,15,+376.300s,3
5,20,Bruce McLarenMCL,Cooper Climax,15,+386.300s,0
6,21,Edgar BarthBAR,Porsche,15,+392.400s,0
7,26,Ian Burgess BUR,Cooper Climax,15,+419.300s,0
8,30,Tony  Marsh MAR,Cooper Climax,15,+429.900s,0
9,23,Phil HillHIL,Ferrari,15,+465.500s,0
10,12,Cliff AllisonALL,Lotus Climax,13,+2 laps,0
11,28,Ivor  Bueb BUE,Lotus Climax,13,+2 laps,0
NC,3,Mike HawthornHAW,Ferrari,11,DNF,0
NC,2,Peter CollinsCOL,Ferrari,10,DNF,0
NC,6,Harry SchellSCH,BRM,9,DNF,0
NC,22,Wolfgang SeidelSEI,Cooper Climax,9,DNF,0
NC,5,Jean BehraBEH,BRM,4,DNF,0
NC,25,Graham HillHIL,Lotus Climax,4,DNF,0
NC,27,Christian  Goethals GOE,Cooper Climax,4,DNF,0
NC,17,Hans  HerrmannHER,Maserati,3,DNF,0
NC,7,Stirling MossMOS,Vanwall,3,DNF,1
NC,18,Carel Godin de Beaufort DEB,Porsche,3,DNF,0
NC,19,Dick   GibsonGIB,Cooper Climax,2,DNF,0
NC,24,Jack BrabhamBRA,Cooper Climax,1,DNF,0
NC,29,Brian  Naylor NAY,Cooper Climax,1,DNF,0
NC,16,Jo BonnierBON,Maserati,1,DNF,0
