Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Tony BrooksBRO,Vanwall,24,1:37:06.300,8
2,16,Mike HawthornHAW,Ferrari,24,+20.700s,7
3,6,Stuart  Lewis-Evans LEW,Vanwall,24,+180.900s,4
4,40,Cliff AllisonALL,Lotus Climax,24,+255.500s,3
5,10,Harry SchellSCH,BRM,23,+1 lap,2
6,20,Olivier  GendebienGEN,Ferrari,23,+1 lap,0
7,28,Maurice  TrintignantTRI,Maserati,23,+1 lap,0
8,24,Roy SalvadoriSAL,Cooper Climax,23,+1 lap,0
9,36,Jo BonnierBON,Maserati,22,+2 laps,0
10,26,Maria Teresa de Filippis DEF,Maserati,22,+2 laps,0
NC,38,Paco  GodiaGOD,Maserati,22,DNF,0
NC,22,Jack BrabhamBRA,Cooper Climax,16,DNF,0
NC,42,Graham HillHIL,Lotus Climax,12,DNF,0
NC,18,Luigi MussoMUS,Ferrari,5,DNF,0
NC,8,Jean BehraBEH,BRM,5,DNF,0
NC,14,Peter CollinsCOL,Ferrari,5,DNF,0
NC,32,Wolfgang SeidelSEI,Maserati,4,DNF,0
NC,30,Masten GregoryGRE,Maserati,0,DNF,0
NC,2,Stirling MossMOS,Vanwall,0,DNF,0
