Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Mike HawthornHAW,Ferrari,50,2:03:21.300,9
2,8,Stirling MossMOS,Vanwall,50,+24.600s,6
3,6,Wolfgang von TripsVON,Ferrari,50,+59.700s,4
4,34,Juan Manuel FangioFAN,Maserati,50,+150.600s,3
5,42,Peter CollinsCOL,Ferrari,50,+324.900s,2
6,22,Jack BrabhamBRA,Cooper Climax,49,+1 lap,0
7,36,Phil HillHIL,Maserati,49,+1 lap,0
8,38,Jo BonnierBON,Maserati,48,+2 laps,0
9,32,Gerino  Gerini GER,Maserati,47,+3 laps,0
10,30,Troy RuttmanRUT,Maserati,45,+5 laps,0
NC,14,Jean BehraBEH,BRM,41,DNF,0
NC,16,Harry SchellSCH,BRM,41,DNF,0
11,20,Roy SalvadoriSAL,Cooper Climax,37,+13 laps,0
NC,12,Stuart  Lewis-Evans LEW,Vanwall,,SHC,0
NC,12,Tony BrooksBRO,Vanwall,35,DNF,0
NC,24,Graham HillHIL,Lotus Climax,33,DNF,0
NC,40,Paco  GodiaGOD,Maserati,28,DNF,0
NC,18,Maurice  TrintignantTRI,BRM,23,DNF,0
NC,10,Tony BrooksBRO,Vanwall,16,DNF,0
NC,28,Carroll  Shelby SHE,Maserati,9,DNF,0
NC,2,Luigi MussoMUS,Ferrari,9,DNF,0
NC,26,Cliff AllisonALL,Lotus Climax,6,DNF,0
