Pos,No,Driver,Car,Time,Gap,Laps
1,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:27.683,,27
2,7,Eddie IrvineIRV,Jaguar Cosworth,1:28.169,+0.486s,18
3,2,David CoulthardCOU,McLaren Mercedes,1:28.525,+0.842s,20
4,1,Mika HakkinenHAK,McLaren Mercedes,1:28.659,+0.976s,23
5,6,Jarno TrulliTRU,Jordan Mugen Honda,1:28.705,+1.022s,25
6,22,Jacques VilleneuveVIL,BAR Honda,1:28.845,+1.162s,24
7,4,Rubens BarrichelloBAR,Ferrari,1:29.083,+1.400s,23
8,12,Alexander WurzWUR,Benetton Playlife,1:29.111,+1.428s,22
9,11,Giancarlo FisichellaFIS,Benetton Playlife,1:29.214,+1.531s,21
10,20,Marc GeneGEN,Minardi Fondmetal,1:29.537,+1.854s,23
11,10,Jenson ButtonBUT,Williams BMW,1:29.775,+2.092s,24
12,16,Pedro DinizDIN,Sauber Petronas,1:30.214,+2.531s,26
13,18,Pedro de la RosaDLR,Arrows Supertec,1:30.279,+2.596s,16
14,19,Jos VerstappenVER,Arrows Supertec,1:30.313,+2.630s,28
15,9,Ralf SchumacherRSC,Williams BMW,1:30.593,+2.910s,14
16,17,Mika SaloSAL,Sauber Petronas,1:30.643,+2.960s,26
17,14,Jean AlesiALE,Prost Peugeot,1:30.656,+2.973s,20
18,15,Nick HeidfeldHEI,Prost Peugeot,1:31.006,+3.323s,23
19,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:31.250,+3.567s,24
20,23,Ricardo ZontaZON,BAR Honda,1:31.322,+3.639s,20
21,3,Michael SchumacherMSC,Ferrari,1:36.425,+8.742s,27
22,8,Johnny HerbertHER,Jaguar Cosworth,1:39.690,+12.007s,10
