Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:14.561,,27
2,1,Mika HakkinenHAK,McLaren Mercedes,1:14.695,+0.134s,31
3,3,Michael SchumacherMSC,Ferrari,1:14.927,+0.366s,53
4,4,Rubens BarrichelloBAR,Ferrari,1:15.144,+0.583s,42
5,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:15.226,+0.665s,45
6,9,Ralf SchumacherRSC,Williams BMW,1:15.249,+0.688s,36
7,6,Jarno TrulliTRU,Jordan Mugen Honda,1:15.646,+1.085s,42
8,10,Jenson ButtonBUT,Williams BMW,1:15.741,+1.180s,44
9,20,Marc GeneGEN,Minardi Fondmetal,1:15.806,+1.245s,45
10,22,Jacques VilleneuveVIL,BAR Honda,1:16.147,+1.586s,49
11,12,Alexander WurzWUR,Benetton Playlife,1:16.345,+1.784s,43
12,7,Eddie IrvineIRV,Jaguar Cosworth,1:16.546,+1.985s,42
13,19,Jos VerstappenVER,Arrows Supertec,1:16.572,+2.011s,30
14,15,Nick HeidfeldHEI,Prost Peugeot,1:16.626,+2.065s,32
15,23,Ricardo ZontaZON,BAR Honda,1:16.656,+2.095s,50
16,17,Mika SaloSAL,Sauber Petronas,1:16.660,+2.099s,38
17,8,Johnny HerbertHER,Jaguar Cosworth,1:16.670,+2.109s,42
18,18,Pedro de la RosaDLR,Arrows Supertec,1:16.787,+2.226s,42
19,16,Pedro DinizDIN,Sauber Petronas,1:16.838,+2.277s,47
20,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:16.902,+2.341s,41
21,11,Giancarlo FisichellaFIS,Benetton Playlife,1:17.053,+2.492s,23
22,14,Jean AlesiALE,Prost Peugeot,1:18.213,+3.652s,15
