Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:43.532,,36
2,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:43.575,+0.043s,28
3,1,Mika HakkinenHAK,McLaren Mercedes,1:44.120,+0.588s,27
4,4,Rubens BarrichelloBAR,Ferrari,1:44.128,+0.596s,29
5,2,David CoulthardCOU,McLaren Mercedes,1:44.379,+0.847s,29
6,6,Jarno TrulliTRU,Jordan Mugen Honda,1:44.521,+0.989s,17
7,23,Ricardo ZontaZON,BAR Honda,1:44.906,+1.374s,35
8,22,Jacques VilleneuveVIL,BAR Honda,1:44.985,+1.453s,25
9,11,Giancarlo FisichellaFIS,Benetton Playlife,1:45.048,+1.516s,37
10,17,Mika SaloSAL,Sauber Petronas,1:45.094,+1.562s,30
11,15,Nick HeidfeldHEI,Prost Peugeot,1:45.229,+1.697s,24
12,18,Pedro de la RosaDLR,Arrows Supertec,1:45.433,+1.901s,33
13,14,Jean AlesiALE,Prost Peugeot,1:45.520,+1.988s,21
14,9,Ralf SchumacherRSC,Williams BMW,1:45.542,+2.010s,26
15,8,Johnny HerbertHER,Jaguar Cosworth,1:45.664,+2.132s,16
16,10,Jenson ButtonBUT,Williams BMW,1:45.791,+2.259s,33
17,16,Pedro DinizDIN,Sauber Petronas,1:45.884,+2.352s,34
18,7,Eddie IrvineIRV,Jaguar Cosworth,1:45.901,+2.369s,27
19,12,Alexander WurzWUR,Benetton Playlife,1:46.573,+3.041s,33
20,20,Marc GeneGEN,Minardi Fondmetal,1:46.995,+3.463s,27
21,19,Jos VerstappenVER,Arrows Supertec,1:47.000,+3.468s,20
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:48.062,+4.530s,10
