Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:21.982,,18
2,9,Ralf SchumacherRSC,Williams BMW,1:22.509,+0.527s,29
3,4,Rubens BarrichelloBAR,Ferrari,1:22.549,+0.567s,20
4,6,Jarno TrulliTRU,Jordan Mugen Honda,1:22.582,+0.600s,11
5,2,David CoulthardCOU,McLaren Mercedes,1:22.651,+0.669s,20
6,10,Jenson ButtonBUT,Williams BMW,1:23.119,+1.137s,30
7,1,Mika HakkinenHAK,McLaren Mercedes,1:23.266,+1.284s,21
8,16,Pedro DinizDIN,Sauber Petronas,1:23.394,+1.412s,37
9,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:23.495,+1.513s,3
10,14,Jean AlesiALE,Prost Peugeot,1:23.582,+1.600s,26
11,20,Marc GeneGEN,Minardi Fondmetal,1:23.868,+1.886s,34
12,11,Giancarlo FisichellaFIS,Benetton Playlife,1:24.026,+2.044s,13
13,8,Johnny HerbertHER,Jaguar Cosworth,1:24.114,+2.132s,28
14,12,Alexander WurzWUR,Benetton Playlife,1:24.161,+2.179s,25
15,7,Eddie IrvineIRV,Jaguar Cosworth,1:24.346,+2.364s,23
16,19,Jos VerstappenVER,Arrows Supertec,1:24.451,+2.469s,28
17,23,Ricardo ZontaZON,BAR Honda,1:24.461,+2.479s,27
18,15,Nick HeidfeldHEI,Prost Peugeot,1:24.582,+2.600s,21
19,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:24.767,+2.785s,37
20,17,Mika SaloSAL,Sauber Petronas,1:24.948,+2.966s,33
21,22,Jacques VilleneuveVIL,BAR Honda,1:25.166,+3.184s,22
22,18,Pedro de la RosaDLR,Arrows Supertec,1:25.189,+3.207s,9
