Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:12.464,,28
2,1,Mika HakkinenHAK,McLaren Mercedes,1:12.711,+0.247s,21
3,17,Mika SaloSAL,Sauber Petronas,1:12.786,+0.322s,42
4,3,Michael SchumacherMSC,Ferrari,1:12.823,+0.359s,40
5,23,Ricardo ZontaZON,BAR Honda,1:13.052,+0.588s,49
6,6,Jarno TrulliTRU,Jordan Mugen Honda,1:13.146,+0.682s,43
7,4,Rubens BarrichelloBAR,Ferrari,1:13.359,+0.895s,38
8,22,Jacques VilleneuveVIL,BAR Honda,1:13.463,+0.999s,43
9,16,Pedro DinizDIN,Sauber Petronas,1:13.548,+1.084s,39
10,11,Giancarlo FisichellaFIS,Benetton Playlife,1:13.596,+1.132s,55
11,14,Jean AlesiALE,Prost Peugeot,1:13.638,+1.174s,40
12,19,Jos VerstappenVER,Arrows Supertec,1:13.648,+1.184s,35
13,15,Nick HeidfeldHEI,Prost Peugeot,1:13.794,+1.330s,45
14,20,Marc GeneGEN,Minardi Fondmetal,1:13.807,+1.343s,42
15,18,Pedro de la RosaDLR,Arrows Supertec,1:13.815,+1.351s,33
16,8,Johnny HerbertHER,Jaguar Cosworth,1:13.878,+1.414s,44
17,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:14.030,+1.566s,54
18,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:14.042,+1.578s,47
19,12,Alexander WurzWUR,Benetton Playlife,1:14.136,+1.672s,48
20,10,Jenson ButtonBUT,Williams BMW,1:14.351,+1.887s,44
21,7,Eddie IrvineIRV,Jaguar Cosworth,1:14.603,+2.139s,22
22,9,Ralf SchumacherRSC,Williams BMW,1:15.572,+3.108s,13
