Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:53.398,,14
2,1,Mika HakkinenHAK,McLaren Mercedes,1:53.919,+0.521s,17
3,8,Johnny HerbertHER,Jaguar Cosworth,1:53.945,+0.547s,24
4,22,Jacques VilleneuveVIL,BAR Honda,1:54.136,+0.738s,31
5,3,Michael SchumacherMSC,Ferrari,1:54.226,+0.828s,21
6,12,Alexander WurzWUR,Benetton Playlife,1:54.266,+0.868s,27
7,19,Jos VerstappenVER,Arrows Supertec,1:54.338,+0.940s,19
8,11,Giancarlo FisichellaFIS,Benetton Playlife,1:54.350,+0.952s,20
9,4,Rubens BarrichelloBAR,Ferrari,1:54.502,+1.104s,26
10,6,Jarno TrulliTRU,Jordan Mugen Honda,1:54.666,+1.268s,24
11,20,Marc GeneGEN,Minardi Fondmetal,1:54.832,+1.434s,29
12,9,Ralf SchumacherRSC,Williams BMW,1:55.209,+1.811s,23
13,10,Jenson ButtonBUT,Williams BMW,1:55.270,+1.872s,26
14,16,Pedro DinizDIN,Sauber Petronas,1:55.312,+1.914s,25
15,23,Ricardo ZontaZON,BAR Honda,1:55.546,+2.148s,26
16,7,Eddie IrvineIRV,Jaguar Cosworth,1:55.645,+2.247s,22
17,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:55.750,+2.352s,19
18,17,Mika SaloSAL,Sauber Petronas,1:55.847,+2.449s,28
19,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:56.122,+2.724s,32
20,18,Pedro de la RosaDLR,Arrows Supertec,1:56.252,+2.854s,15
21,14,Jean AlesiALE,Prost Peugeot,1:56.508,+3.110s,16
22,15,Nick HeidfeldHEI,Prost Peugeot,1:56.857,+3.459s,30
